"index";"time";"minutes";"dateTime";"HP34401A.VoltageDC";"Math.RMS";"Math.AVG1000";"Math.StdDev";"Math.StdDev100"
971;479,577;7,99295;1752603681,085;9,9804354;9,980433343;9,9804333042;0,0000031355;0,0000034738
972;480,078;8,0013;1752603681,586;9,9804343;9,980433343;9,9804333052;0,000003134;0,0000034738
973;480,578;8,0096333333;1752603682,087;9,9804365;9,980433321;9,9804333085;0,0000031341;0,0000034464
974;481,078;8,0179666667;1752603682,586;9,9804365;9,980433332;9,9804333118;0,0000031342;0,0000034548
975;481,578;8,0263;1752603683,086;9,9804343;9,980433321;9,9804333128;0,0000031327;0,0000034499
976;482,078;8,0346333333;1752603683,586;9,9804365;9,98043331;9,9804333161;0,0000031328;0,0000034379
977;482,577;8,04295;1752603684,086;9,9804332;9,980433277;9,980433316;0,0000031312;0,0000034227
978;483,077;8,0512833333;1752603684,586;9,980431;9,980433266;9,9804333136;0,0000031304;0,0000034283
979;483,577;8,0596166667;1752603685,086;9,9804332;9,98043331;9,9804333135;0,0000031289;0,0000033985
980;484,077;8,06795;1752603685,586;9,9804332;9,980433332;9,9804333134;0,0000031273;0,0000033905
981;484,578;8,0763;1752603686,086;9,9804332;9,98043331;9,9804333132;0,0000031257;0,0000033841
982;485,078;8,0846333333;1752603686,586;9,9804376;9,980433376;9,9804333176;0,0000031271;0,0000034029
983;485,577;8,09295;1752603687,086;9,9804387;9,980433486;9,9804333231;0,0000031302;0,0000033954
984;486,077;8,1012833333;1752603687,586;9,9804398;9,980433585;9,9804333296;0,0000031354;0,0000034339
985;486,578;8,1096333333;1752603688,087;9,9804332;9,980433629;9,9804333295;0,0000031338;0,0000033999
986;487,078;8,1179666667;1752603688,586;9,9804321;9,980433673;9,9804333283;0,0000031325;0,0000033506
987;487,578;8,1263;1752603689,086;9,9804354;9,980433728;9,9804333304;0,0000031316;0,0000033331
988;488,077;8,1346166667;1752603689,586;9,9804365;9,980433772;9,9804333336;0,0000031316;0,0000033404
989;488,577;8,14295;1752603690,086;9,9804332;9,980433827;9,9804333334;0,00000313;0,0000032842
990;489,077;8,1512833333;1752603690,585;9,9804343;9,98043386;9,9804333344;0,0000031286;0,0000032721
991;489,577;8,1596166667;1752603691,085;9,9804299;9,98043386;9,9804333309;0,0000031289;0,0000032721
992;490,077;8,16795;1752603691,585;9,9804343;9,98043386;9,9804333319;0,0000031275;0,0000032721
993;490,578;8,1763;1752603692,086;9,9804365;9,980433937;9,9804333351;0,0000031275;0,0000032423
994;491,078;8,1846333333;1752603692,586;9,9804354;9,980433981;9,9804333372;0,0000031266;0,0000032319
995;491,577;8,19295;1752603693,086;9,9804365;9,980434014;9,9804333404;0,0000031267;0,0000032407
996;492,077;8,2012833333;1752603693,586;9,9804365;9,980434135;9,9804333435;0,0000031267;0,0000031009
997;492,578;8,2096333333;1752603694,086;9,9804376;9,98043419;9,9804333478;0,000003128;0,0000031132
998;493,077;8,21795;1752603694,586;9,9804354;9,980434256;9,9804333498;0,0000031271;0,0000030674
999;493,577;8,2262833333;1752603695,085;9,9804387;9,980434344;9,9804333552;0,0000031301;0,0000030674
1000;494,077;8,2346166667;1752603695,585;9,9804332;9,980434399;9,9804333563;0,0000031286;0,0000029956
1001;494,577;8,24295;1752603696,086;9,9804343;9,98043441;9,9804333618;0,0000031272;0,0000029931
1002;495,077;8,2512833333;1752603696,586;9,980431;9,980434399;9,9804333563;0,0000031265;0,0000030037
1003;495,578;8,2596333333;1752603697,087;9,9804343;9,980434421;9,9804333585;0,0000031251;0,0000029948
1004;496,078;8,2679666667;1752603697,586;9,9804343;9,980434432;9,980433364;0,0000031237;0,0000029922
1005;496,578;8,2763;1752603698,086;9,9804365;9,980434487;9,9804333684;0,0000031237;0,000002979
1006;497,077;8,2846166667;1752603698,586;9,9804365;9,98043452;9,980433375;0,0000031237;0,0000029829
1007;497,577;8,29295;1752603699,085;9,9804387;9,980434564;9,9804333816;0,0000031267;0,0000030119
1008;498,077;8,3012833333;1752603699,586;9,9804343;9,98043452;9,9804333838;0,0000031253;0,0000029829
1009;498,577;8,3096166667;1752603700,086;9,9804321;9,980434498;9,9804333849;0,000003124;0,0000029927
1010;499,078;8,3179666667;1752603700,586;9,9804321;9,98043452;9,9804333882;0,0000031227;0,0000029665
1011;499,577;8,3262833333;1752603701,085;9,9804332;9,98043452;9,9804333937;0,0000031211;0,0000029665
1012;500,077;8,3346166667;1752603701,585;9,9804354;9,980434509;9,9804333992;0,0000031202;0,0000029611
1013;500,577;8,34295;1752603702,086;9,9804288;9,980434487;9,9804333981;0,000003122;0,0000029954
1014;501,078;8,3513;1752603702,586;9,9804321;9,980434476;9,9804333981;0,0000031207;0,0000030022
1015;501,577;8,3596166667;1752603703,085;9,9804332;9,980434476;9,9804334025;0,0000031192;0,0000030022
1016;502,078;8,3679666667;1752603703,586;9,9804365;9,980434509;9,9804334069;0,0000031192;0,0000030062
1017;502,578;8,3763;1752603704,087;9,9804354;9,980434553;9,9804334124;0,0000031183;0,0000029864
1018;503,077;8,3846166667;1752603704,586;9,9804288;9,980434476;9,9804334113;0,0000031201;0,0000030346
1019;503,577;8,39295;1752603705,085;9,9804343;9,980434432;9,9804334157;0,0000031187;0,0000030045
1020;504,077;8,4012833333;1752603705,585;9,9804332;9,98043441;9,9804334212;0,0000031171;0,0000030054
1021;504,577;8,4096166667;1752603706,086;9,980431;9,980434344;9,9804334201;0,0000031165;0,0000030071
1022;505,077;8,41795;1752603706,586;9,980431;9,980434289;9,9804334256;0,0000031158;0,0000030175
1023;505,577;8,4262833333;1752603707,086;9,9804376;9,980434289;9,9804334311;0,0000031171;0,0000030175
1024;506,077;8,4346166667;1752603707,586;9,9804354;9,9804343;9,9804334366;0,0000031163;0,0000030196
1025;506,577;8,44295;1752603708,086;9,9804365;9,980434278;9,9804334421;0,0000031163;0,0000029951
1026;507,077;8,4512833333;1752603708,586;9,9804343;9,980434278;9,9804334476;0,0000031149;0,0000029951
1027;507,578;8,4596333333;1752603709,086;9,9804409;9,980434311;9,9804334597;0,0000031222;0,0000030498
1028;508,078;8,4679666667;1752603709,586;9,9804376;9,980434333;9,9804334685;0,0000031235;0,0000030656
1029;508,577;8,4762833333;1752603710,086;9,9804365;9,980434388;9,980433474;0,0000031235;0,0000030545
1030;509,078;8,4846333333;1752603710,586;9,9804365;9,98043441;9,9804334817;0,0000031235;0,0000030618
1031;509,578;8,4929666667;1752603711,086;9,9804387;9,980434399;9,9804334894;0,0000031263;0,0000030441
1032;510,077;8,5012833333;1752603711,585;9,9804365;9,980434454;9,9804334971;0,0000031263;0,0000030318
1033;510,578;8,5096333333;1752603712,086;9,9804387;9,980434531;9,9804335015;0,0000031292;0,0000030409
1034;511,078;8,5179666667;1752603712,586;9,9804376;9,980434476;9,9804335037;0,0000031304;0,0000029322
1035;511,577;8,5262833333;1752603713,086;9,9804354;9,980434399;9,9804335114;0,0000031295;0,0000028016
1036;512,077;8,5346166667;1752603713,586;9,9804299;9,980434355;9,9804335081;0,0000031299;0,0000028375
1037;512,578;8,5429666667;1752603714,086;9,9804321;9,980434366;9,9804335059;0,0000031286;0,0000028265
1038;513,078;8,5513;1752603714,587;9,9804387;9,980434432;9,9804335081;0,0000031314;0,00000285
1039;513,578;8,5596333333;1752603715,086;9,9804332;9,980434487;9,9804335092;0,0000031299;0,0000027707
1040;514,078;8,5679666667;1752603715,586;9,9804387;9,980434542;9,9804335136;0,0000031327;0,0000027994
1041;514,577;8,5762833333;1752603716,086;9,9804376;9,980434553;9,9804335202;0,0000031339;0,0000028093
1042;515,077;8,5846166667;1752603716,586;9,9804354;9,980434608;9,980433529;0,000003133;0,0000027708
1043;515,578;8,5929666667;1752603717,087;9,9804376;9,980434641;9,9804335389;0,0000031342;0,0000027867
1044;516,077;8,6012833333;1752603717,586;9,9804354;9,980434663;9,98043354;0,0000031333;0,0000027839
1045;516,577;8,6096166667;1752603718,086;9,9804354;9,980434696;9,9804335444;0,0000031324;0,0000027728
1046;517,077;8,61795;1752603718,585;9,9804321;9,980434696;9,9804335389;0,0000031311;0,0000027728
1047;517,578;8,6263;1752603719,086;9,9804354;9,980434751;9,9804335389;0,0000031302;0,0000027309
1048;518,077;8,6346166667;1752603719,586;9,9804365;9,980434751;9,98043354;0,0000031302;0,0000027309
1049;518,577;8,64295;1752603720,086;9,9804321;9,980434762;9,9804335345;0,000003129;0,0000027178
1050;519,078;8,6513;1752603720,586;9,9804365;9,980434806;9,9804335367;0,0000031289;0,0000027099
1051;519,578;8,6596333333;1752603721,086;9,9804387;9,980434839;9,9804335411;0,0000031316;0,0000027372
1052;520,077;8,66795;1752603721,586;9,9804387;9,980434883;9,9804335455;0,0000031344;0,0000027637
1053;520,577;8,6762833333;1752603722,086;9,9804365;9,980434894;9,9804335466;0,0000031343;0,0000027679
1054;521,078;8,6846333333;1752603722,587;9,9804387;9,980434993;9,9804335466;0,000003137;0,0000027245
1055;521,578;8,6929666667;1752603723,086;9,9804343;9,980434982;9,9804335433;0,0000031356;0,000002725
1056;522,077;8,7012833333;1752603723,586;9,9804354;9,980434993;9,9804335422;0,0000031347;0,0000027245
1057;522,577;8,7096166667;1752603724,086;9,9804343;9,980435015;9,9804335411;0,0000031333;0,0000027097
1058;523,077;8,71795;1752603724,586;9,9804332;9,980435048;9,9804335367;0,0000031318;0,0000026665
1059;523,577;8,7262833333;1752603725,086;9,9804365;9,980435125;9,9804335411;0,0000031318;0,0000025945
1060;524,078;8,7346333333;1752603725,587;9,9804387;9,980435158;9,9804335466;0,0000031344;0,0000026189
1061;524,578;8,7429666667;1752603726,086;9,9804354;9,980435158;9,9804335444;0,0000031335;0,0000026189
1062;525,077;8,7512833333;1752603726,585;9,9804387;9,980435224;9,980433551;0,0000031362;0,0000026242
1063;525,577;8,7596166667;1752603727,086;9,9804332;9,980435224;9,980433551;0,0000031347;0,0000026242
1064;526,077;8,76795;1752603727,585;9,9804365;9,980435158;9,9804335554;0,0000031346;0,0000025044
1065;526,577;8,7762833333;1752603728,086;9,9804376;9,980435169;9,9804335576;0,0000031357;0,0000025127
1066;527,077;8,7846166667;1752603728,585;9,9804354;9,980435191;9,9804335554;0,0000031348;0,0000025049
1067;527,577;8,79295;1752603729,085;9,9804365;9,980435191;9,9804335554;0,0000031347;0,0000025049
1068;528,077;8,8012833333;1752603729,585;9,9804343;9,980435191;9,9804335543;0,0000031333;0,0000025049
1069;528,577;8,8096166667;1752603730,085;9,9804376;9,980435224;9,9804335554;0,0000031344;0,0000025148
1070;529,077;8,81795;1752603730,585;9,9804409;9,98043529;9,9804335609;0,0000031411;0,0000025762
1071;529,577;8,8262833333;1752603731,086;9,9804409;9,980435345;9,9804335675;0,0000031478;0,0000026365
1072;530,077;8,8346166667;1752603731,586;9,9804365;9,980435367;9,9804335675;0,0000031477;0,0000026369
1073;530,578;8,8429666667;1752603732,087;9,9804376;9,980435378;9,9804335763;0,0000031487;0,000002644
1074;531,077;8,8512833333;1752603732,586;9,9804365;9,980435378;9,9804335873;0,0000031485;0,000002644
1075;531,577;8,8596166667;1752603733,085;9,9804376;9,980435411;9,9804335961;0,0000031496;0,000002651
1076;532,078;8,8679666667;1752603733,586;9,9804354;9,9804354;9,9804335994;0,0000031486;0,0000026487
1077;532,578;8,8763;1752603734,086;9,9804343;9,980435411;9,9804336016;0,0000031472;0,0000026417
1078;533,078;8,8846333333;1752603734,586;9,9804354;9,980435455;9,980433606;0,0000031463;0,0000026039
1079;533,577;8,89295;1752603735,086;9,9804354;9,980435477;9,9804336137;0,0000031454;0,0000025939
1080;534,077;8,9012833333;1752603735,586;9,9804354;9,980435499;9,9804336192;0,0000031444;0,0000025837
1081;534,577;8,9096166667;1752603736,086;9,980431;9,980435477;9,9804336192;0,0000031439;0,0000026127
1082;535,077;8,91795;1752603736,586;9,9804332;9,980435433;9,9804336203;0,0000031425;0,0000026136
1083;535,578;8,9263;1752603737,086;9,9804343;9,980435389;9,9804336214;0,0000031411;0,0000025951
1084;536,077;8,9346166667;1752603737,586;9,9804321;9,980435312;9,9804336214;0,00000314;0,000002577
1085;536,578;8,9429666667;1752603738,086;9,9804343;9,980435323;9,9804336247;0,0000031386;0,0000025703
1086;537,078;8,9513;1752603738,586;9,9804343;9,980435345;9,9804336203;0,0000031373;0,0000025517
1087;537,577;8,9596166667;1752603739,085;9,9804332;9,980435323;9,9804336192;0,0000031358;0,0000025607
1088;538,077;8,96795;1752603739,585;9,9804376;9,980435334;9,9804336214;0,0000031368;0,0000025682
1089;538,577;8,9762833333;1752603740,086;9,9804365;9,980435367;9,9804336203;0,0000031367;0,0000025617
1090;539,078;8,9846333333;1752603740,586;9,9804354;9,980435378;9,9804336181;0,0000031358;0,0000025594
1091;539,577;8,99295;1752603741,086;9,9804398;9,980435477;9,980433628;0,0000031401;0,0000025368
1092;540,077;9,0012833333;1752603741,585;9,9804343;9,980435477;9,980433628;0,0000031387;0,0000025368
1093;540,577;9,0096166667;1752603742,086;9,9804343;9,980435455;9,9804336291;0,0000031374;0,0000025373
1094;541,077;9,01795;1752603742,585;9,9804354;9,980435455;9,980433628;0,0000031365;0,0000025373
1095;541,577;9,0262833333;1752603743,086;9,9804354;9,980435444;9,980433628;0,0000031355;0,0000025351
1096;542,078;9,0346333333;1752603743,586;9,9804376;9,980435455;9,9804336291;0,0000031365;0,0000025421
1097;542,578;9,0429666667;1752603744,086;9,9804354;9,980435433;9,9804336313;0,0000031356;0,0000025329
1098;543,078;9,0513;1752603744,586;9,9804354;9,980435433;9,9804336324;0,0000031347;0,0000025329
1099;543,577;9,0596166667;1752603745,086;9,9804332;9,980435378;9,9804336335;0,0000031332;0,0000025209
1100;544,077;9,06795;1752603745,586;9,9804332;9,980435378;9,9804336335;0,0000031318;0,0000025209
1101;544,578;9,0763;1752603746,086;9,9804343;9,980435378;9,9804336357;0,0000031305;0,0000025209
1102;545,078;9,0846333333;1752603746,586;9,9804321;9,980435389;9,9804336379;0,0000031294;0,000002504
1103;545,578;9,0929666667;1752603747,086;9,9804321;9,980435367;9,9804336379;0,0000031283;0,0000025232
1104;546,077;9,1012833333;1752603747,585;9,9804343;9,980435367;9,9804336445;0,0000031269;0,0000025232
1105;546,578;9,1096333333;1752603748,086;9,980431;9,980435312;9,9804336434;0,0000031264;0,000002558
1106;547,077;9,11795;1752603748,586;9,9804321;9,980435268;9,9804336434;0,0000031253;0,0000025751
1107;547,578;9,1263;1752603749,087;9,9804299;9,98043518;9,980433639;0,0000031258;0,0000026068
1108;548,078;9,1346333333;1752603749,586;9,9804321;9,980435158;9,9804336368;0,0000031247;0,0000026236
1109;548,578;9,1429666667;1752603750,086;9,9804332;9,980435169;9,9804336412;0,0000031233;0,0000026129
1110;549,077;9,1512833333;1752603750,586;9,9804299;9,980435147;9,980433639;0,0000031238;0,000002648
1111;549,577;9,1596166667;1752603751,086;9,9804354;9,980435169;9,9804336478;0,0000031229;0,0000026408
1112;550,077;9,16795;1752603751,586;9,9804332;9,980435147;9,98043365;0,0000031215;0,000002648
1113;550,577;9,1762833333;1752603752,086;9,9804343;9,980435202;9,9804336522;0,0000031202;0,0000025709
1114;551,078;9,1846333333;1752603752,586;9,9804354;9,980435235;9,9804336533;0,0000031193;0,0000025517
1115;551,577;9,19295;1752603753,085;9,9804321;9,980435224;9,9804336522;0,0000031182;0,0000025629
1116;552,077;9,2012833333;1752603753,585;9,9804321;9,98043518;9,9804336511;0,0000031171;0,0000025785
1117;552,578;9,2096333333;1752603754,086;9,9804343;9,980435169;9,9804336544;0,0000031158;0,0000025799
1118;553,077;9,21795;1752603754,586;9,9804321;9,980435202;9,9804336566;0,0000031147;0,000002518
1119;553,577;9,2262833333;1752603755,085;9,9804376;9,980435235;9,9804336621;0,0000031157;0,0000025277
1120;554,077;9,2346166667;1752603755,585;9,9804354;9,980435257;9,9804336632;0,0000031148;0,0000025193
1121;554,578;9,2429666667;1752603756,086;9,9804365;9,980435312;9,980433672;0,0000031147;0,0000024853
1122;555,077;9,2512833333;1752603756,586;9,9804376;9,980435378;9,9804336731;0,0000031156;0,0000024571
1123;555,577;9,2596166667;1752603757,086;9,9804365;9,980435367;9,9804336819;0,0000031155;0,0000024495
1124;556,078;9,2679666667;1752603757,586;9,9804343;9,980435356;9,9804336863;0,0000031142;0,0000024518
1125;556,578;9,2763;1752603758,087;9,9804332;9,980435323;9,9804336841;0,0000031128;0,0000024585
1126;557,077;9,2846166667;1752603758,585;9,980431;9,98043529;9,980433683;0,0000031124;0,0000024942
1127;557,577;9,29295;1752603759,085;9,9804343;9,980435224;9,980433683;0,0000031111;0,0000024308
1128;558,077;9,3012833333;1752603759,586;9,9804376;9,980435224;9,9804336907;0,000003112;0,0000024308
1129;558,577;9,3096166667;1752603760,086;9,9804365;9,980435224;9,9804336896;0,0000031119;0,0000024308
1130;559,077;9,31795;1752603760,586;9,9804398;9,980435257;9,9804336962;0,0000031161;0,0000024704
1131;559,577;9,3262833333;1752603761,085;9,9804387;9,980435257;9,980433705;0,0000031184;0,0000024704
1132;560,078;9,3346333333;1752603761,586;9,9804376;9,980435268;9,9804337149;0,0000031194;0,0000024784
1133;560,578;9,3429666667;1752603762,086;9,9804409;9,98043529;9,980433727;0,0000031256;0,0000025186
1134;561,077;9,3512833333;1752603762,586;9,9804321;9,980435235;9,980433727;0,0000031245;0,0000025277
1135;561,578;9,3596333333;1752603763,087;9,9804288;9,980435169;9,9804337237;0,0000031264;0,0000026082
1136;562,077;9,36795;1752603763,586;9,9804277;9,980435147;9,9804337182;0,0000031298;0,0000026618
1137;562,577;9,3762833333;1752603764,085;9,9804354;9,98043518;9,9804337248;0,0000031289;0,0000026441
1138;563,077;9,3846166667;1752603764,586;9,9804277;9,98043507;9,9804337226;0,0000031324;0,0000027238
1139;563,577;9,39295;1752603765,085;9,9804277;9,980435015;9,9804337193;0,0000031358;0,0000028159
1140;564,077;9,4012833333;1752603765,585;9,9804288;9,980434916;9,9804337171;0,0000031375;0,0000028587
1141;564,578;9,4096333333;1752603766,086;9,980431;9,98043485;9,980433716;0,0000031371;0,0000028723
1142;565,077;9,41795;1752603766,586;9,9804277;9,980434773;9,9804337105;0,0000031405;0,0000029593
1143;565,578;9,4263;1752603767,086;9,9804277;9,980434674;9,9804337083;0,0000031438;0,0000030285
1144;566,078;9,4346333333;1752603767,586;9,9804288;9,980434608;9,9804337006;0,0000031455;0,000003084
1145;566,577;9,44295;1752603768,085;9,9804299;9,980434553;9,9804336973;0,000003146;0,0000031185
1146;567,077;9,4512833333;1752603768,586;9,9804365;9,980434597;9,9804337039;0,0000031459;0,0000031146
1147;567,577;9,4596166667;1752603769,086;9,9804288;9,980434531;9,9804336984;0,0000031476;0,0000031669
1148;568,078;9,4679666667;1752603769,586;9,9804288;9,980434454;9,9804336951;0,0000031493;0,0000032119
1149;568,578;9,4763;1752603770,087;9,980431;9,980434443;9,9804336929;0,0000031488;0,0000032219
1150;569,078;9,4846333333;1752603770,586;9,9804299;9,980434377;9,9804336896;0,0000031492;0,0000032468
1151;569,577;9,49295;1752603771,086;9,9804332;9,980434322;9,9804336874;0,0000031479;0,0000032193
1152;570,077;9,5012833333;1752603771,586;9,9804277;9,980434212;9,9804336819;0,0000031511;0,0000032559
1153;570,578;9,5096333333;1752603772,087;9,9804354;9,980434201;9,9804336819;0,0000031503;0,00000325
1154;571,077;9,51795;1752603772,586;9,9804321;9,980434135;9,9804336786;0,0000031492;0,0000032246
1155;571,577;9,5262833333;1752603773,085;9,980431;9,980434102;9,9804336742;0,0000031487;0,0000032397
1156;572,077;9,5346166667;1752603773,585;9,9804288;9,980434036;9,980433672;0,0000031504;0,00000328
1157;572,577;9,54295;1752603774,086;9,9804288;9,980433981;9,9804336676;0,000003152;0,0000033214
1158;573,077;9,5512833333;1752603774,586;9,980431;9,980433959;9,9804336676;0,0000031515;0,0000033339
1159;573,577;9,5596166667;1752603775,086;9,9804277;9,980433871;9,9804336621;0,0000031547;0,0000033819
1160;574,077;9,56795;1752603775,585;9,9804277;9,980433761;9,9804336544;0,000003158;0,0000034021
1161;574,577;9,5762833333;1752603776,085;9,9804299;9,980433706;9,9804336533;0,0000031584;0,0000034198
1162;575,077;9,5846166667;1752603776,585;9,9804288;9,980433607;9,98043365;0,00000316;0,000003417
1163;575,577;9,59295;1752603777,086;9,9804266;9,980433541;9,9804336456;0,000003165;0,000003488
1164;576,078;9,6013;1752603777,586;9,9804233;9,980433409;9,9804336412;0,0000031777;0,000003622
1165;576,578;9,6096333333;1752603778,087;9,980431;9,980433343;9,9804336368;0,0000031771;0,000003605
1166;577,077;9,61795;1752603778,586;9,9804299;9,980433288;9,9804336346;0,0000031775;0,0000036152
1167;577,578;9,6263;1752603779,086;9,980431;9,980433233;9,9804336423;0,0000031769;0,0000036077
1168;578,077;9,6346166667;1752603779,586;9,9804266;9,980433156;9,9804336357;0,0000031819;0,0000036664
1169;578,577;9,64295;1752603780,085;9,9804288;9,980433068;9,9804336313;0,0000031834;0,0000036643
1170;579,077;9,6512833333;1752603780,586;9,9804332;9,980432991;9,9804336335;0,0000031821;0,0000035779
1171;579,578;9,6596333333;1752603781,086;9,9804266;9,980432848;9,9804336291;0,000003187;0,0000035442
1172;580,078;9,6679666667;1752603781,586;9,9804266;9,980432749;9,9804336247;0,0000031919;0,0000035793
1173;580,578;9,6763;1752603782,086;9,980431;9,980432683;9,9804336236;0,0000031913;0,0000035496
1174;581,077;9,6846166667;1752603782,585;9,9804277;9,980432595;9,9804336181;0,0000031944;0,0000035631
1175;581,578;9,6929666667;1752603783,086;9,9804277;9,980432496;9,9804336115;0,0000031974;0,0000035602
1176;582,078;9,7013;1752603783,586;9,9804288;9,98043243;9,9804336093;0,0000031988;0,000003567
1177;582,578;9,7096333333;1752603784,086;9,9804288;9,980432375;9,9804336016;0,0000032003;0,0000035802
1178;583,078;9,7179666667;1752603784,586;9,9804277;9,980432298;9,980433595;0,0000032033;0,0000035973
1179;583,577;9,7262833333;1752603785,085;9,9804244;9,980432188;9,9804335862;0,0000032126;0,0000036689
1180;584,077;9,7346166667;1752603785,586;9,9804244;9,980432078;9,9804335785;0,0000032219;0,0000037359
1181;584,577;9,74295;1752603786,086;9,9804244;9,980432012;9,9804335686;0,0000032312;0,0000038127
1182;585,078;9,7513;1752603786,586;9,9804299;9,980431979;9,9804335653;0,0000032314;0,0000038166
1183;585,578;9,7596333333;1752603787,087;9,9804277;9,980431913;9,9804335598;0,0000032343;0,0000038331
1184;586,078;9,7679666667;1752603787,586;9,9804288;9,98043188;9,9804335543;0,0000032356;0,0000038456
1185;586,577;9,7762833333;1752603788,086;9,9804299;9,980431836;9,9804335477;0,0000032358;0,0000038428
1186;587,077;9,7846166667;1752603788,586;9,9804299;9,980431792;9,9804335433;0,000003236;0,0000038395
1187;587,577;9,79295;1752603789,086;9,9804277;9,980431737;9,9804335389;0,0000032389;0,0000038585
1188;588,077;9,8012833333;1752603789,586;9,9804288;9,980431649;9,9804335323;0,0000032402;0,0000038236
1189;588,578;9,8096333333;1752603790,086;9,9804321;9,980431605;9,9804335345;0,000003239;0,0000037924
1190;589,077;9,81795;1752603790,586;9,9804288;9,980431539;9,9804335345;0,0000032404;0,0000037831
1191;589,577;9,8262833333;1752603791,086;9,9804288;9,980431429;9,9804335367;0,0000032417;0,0000036995
1192;590,077;9,8346166667;1752603791,586;9,9804288;9,980431374;9,9804335378;0,000003243;0,0000036973
1193;590,577;9,84295;1752603792,086;9,9804387;9,980431418;9,9804335422;0,0000032454;0,0000037581
1194;591,077;9,8512833333;1752603792,586;9,9804354;9,980431418;9,9804335466;0,0000032445;0,0000037581
1195;591,578;9,8596333333;1752603793,086;9,9804299;9,980431363;9,9804335422;0,0000032447;0,0000037395
1196;592,078;9,8679666667;1752603793,586;9,9804288;9,980431275;9,9804335378;0,000003246;0,0000036945
1197;592,577;9,8762833333;1752603794,085;9,9804332;9,980431253;9,98043354;0,0000032447;0,0000036762
1198;593,078;9,8846333333;1752603794,586;9,9804376;9,980431275;9,9804335433;0,0000032456;0,0000037077
1199;593,578;9,8929666667;1752603795,086;9,9804354;9,980431297;9,9804335466;0,0000032448;0,0000037257
1200;594,078;9,9013;1752603795,587;9,9804354;9,980431319;9,9804335499;0,000003244;0,0000037435
1201;594,578;9,9096333333;1752603796,086;9,9804343;9,980431319;9,9804335532;0,0000032428;0,0000037435
1202;595,077;9,91795;1752603796,586;9,9804376;9,980431374;9,9804335598;0,0000032437;0,0000037951
1203;595,577;9,9262833333;1752603797,085;9,9804354;9,980431407;9,9804335686;0,0000032429;0,0000038158
1204;596,077;9,9346166667;1752603797,586;9,9804354;9,980431418;9,9804335719;0,0000032421;0,0000038258
1205;596,577;9,94295;1752603798,086;9,9804365;9,980431473;9,9804335774;0,000003242;0,0000038591
1206;597,077;9,9512833333;1752603798,586;9,9804365;9,980431517;9,9804335785;0,0000032419;0,0000038913
1207;597,577;9,9596166667;1752603799,086;9,9804387;9,980431605;9,9804335851;0,0000032442;0,0000039534
1208;598,077;9,96795;1752603799,585;9,9804387;9,980431671;9,9804335895;0,0000032465;0,0000040163
1209;598,577;9,9762833333;1752603800,085;9,9804387;9,980431726;9,9804335939;0,0000032488;0,0000040747
1210;599,078;9,9846333333;1752603800,586;9,9804332;9,980431759;9,9804335928;0,0000032474;0,0000040731
1211;599,578;9,9929666667;1752603801,086;9,9804365;9,98043177;9,980433595;0,0000032473;0,0000040845
1212;600,078;10,0013;1752603801,586;9,9804332;9,98043177;9,9804335895;0,000003246;0,0000040845
1213;600,578;10,0096333333;1752603802,086;9,9804354;9,980431781;9,9804335873;0,0000032452;0,0000040929
1214;601,077;10,01795;1752603802,585;9,9804343;9,98043177;9,9804335873;0,0000032439;0,0000040845
1215;601,577;10,0262833333;1752603803,085;9,9804321;9,98043177;9,980433584;0,0000032428;0,0000040845
1216;602,078;10,0346333333;1752603803,586;9,9804321;9,98043177;9,9804335752;0,0000032417;0,0000040845
1217;602,577;10,04295;1752603804,085;9,980431;9,980431737;9,9804335697;0,0000032411;0,0000040772
1218;603,077;10,0512833333;1752603804,586;9,9804321;9,980431737;9,9804335697;0,0000032399;0,0000040772
1219;603,577;10,0596166667;1752603805,086;9,980431;9,980431671;9,9804335664;0,0000032393;0,0000040345
1220;604,077;10,06795;1752603805,586;9,9804332;9,980431649;9,9804335642;0,000003238;0,00000402
1221;604,577;10,0762833333;1752603806,086;9,9804343;9,980431627;9,9804335664;0,0000032368;0,0000039991
1222;605,077;10,0846166667;1752603806,586;9,9804321;9,980431572;9,9804335642;0,0000032357;0,0000039537
1223;605,577;10,09295;1752603807,086;9,9804332;9,980431539;9,9804335609;0,0000032344;0,0000039258
1224;606,078;10,1013;1752603807,587;9,9804321;9,980431517;9,980433562;0,0000032332;0,0000039163
1225;606,577;10,1096166667;1752603808,086;9,9804288;9,980431473;9,9804335576;0,0000032346;0,000003922
1226;607,077;10,11795;1752603808,586;9,9804321;9,980431484;9,9804335532;0,0000032334;0,0000039222
1227;607,578;10,1263;1752603809,086;9,9804266;9,980431407;9,9804335477;0,0000032379;0,0000039419
1228;608,078;10,1346333333;1752603809,586;9,9804332;9,980431363;9,9804335466;0,0000032366;0,0000038963
1229;608,577;10,14295;1752603810,086;9,9804244;9,980431242;9,9804335389;0,0000032454;0,000003923
1230;609,077;10,1512833333;1752603810,585;9,9804343;9,980431187;9,98043354;0,0000032441;0,0000038394
1231;609,577;10,1596166667;1752603811,085;9,9804255;9,980431055;9,980433529;0,0000032505;0,0000038053
1232;610,077;10,16795;1752603811,586;9,9804288;9,980430967;9,9804335235;0,0000032518;0,0000037538
1233;610,577;10,1762833333;1752603812,085;9,9804299;9,980430857;9,9804335158;0,000003252;0,0000036185
