"index";"time";"minutes";"dateTime";"HP34401A.VoltageDC";"Math.RMS";"Math.AVG1000";"Math.StdDev";"Math.StdDev100"
4349;2168,577;36,14295;1752605370,086;9,9804233;9,980428363;9,9804314283;0,0000037215;0,0000033893
4350;2169,078;36,1513;1752605370,586;9,9804244;9,980428352;9,9804314173;0,0000037233;0,0000034005
4351;2169,577;36,1596166667;1752605371,085;9,9804255;9,980428286;9,9804314085;0,0000037245;0,000003391
4352;2170,077;36,16795;1752605371,585;9,9804255;9,980428275;9,9804313964;0,0000037258;0,0000033983
4353;2170,577;36,1762833333;1752605372,086;9,9804266;9,980428264;9,9804313854;0,0000037266;0,000003402
4354;2171,078;36,1846333333;1752605372,586;9,9804244;9,98042822;9,9804313678;0,0000037284;0,0000034234
4355;2171,578;36,1929666667;1752605373,087;9,9804288;9,980428209;9,9804313612;0,0000037285;0,0000034197
4356;2172,078;36,2013;1752605373,586;9,980431;9,980428286;9,9804313557;0,0000037282;0,0000033946
4357;2172,577;36,2096166667;1752605374,086;9,9804244;9,980428264;9,9804313436;0,00000373;0,0000034127
4358;2173,077;36,21795;1752605374,585;9,9804266;9,980428176;9,9804313282;0,0000037308;0,0000033395
4359;2173,577;36,2262833333;1752605375,085;9,9804288;9,980428132;9,9804313205;0,0000037309;0,0000033014
4360;2174,078;36,2346333333;1752605375,586;9,9804321;9,980428165;9,9804313139;0,0000037305;0,0000033246
4361;2174,577;36,24295;1752605376,086;9,9804255;9,980428143;9,980431304;0,0000037317;0,000003335
4362;2175,078;36,2513;1752605376,586;9,9804223;9,980428078;9,9804312799;0,0000037348;0,000003385
4363;2175,577;36,2596166667;1752605377,086;9,9804233;9,980428012;9,9804312645;0,0000037372;0,0000034134
4364;2176,077;36,26795;1752605377,585;9,9804233;9,980427957;9,980431248;0,0000037396;0,0000034447
4365;2176,578;36,2763;1752605378,086;9,9804299;9,980427968;9,9804312392;0,0000037394;0,0000034492
4366;2177,077;36,2846166667;1752605378,586;9,9804244;9,980427989;9,9804312238;0,0000037412;0,0000034206
4367;2177,578;36,2929666667;1752605379,086;9,9804255;9,980428011;9,9804312117;0,0000037424;0,0000033971
4368;2178,078;36,3013;1752605379,586;9,980431;9,980428066;9,9804312051;0,0000037421;0,0000034006
4369;2178,577;36,3096166667;1752605380,086;9,9804321;9,980428088;9,9804312029;0,0000037417;0,0000034196
4370;2179,077;36,31795;1752605380,585;9,9804288;9,980428099;9,9804311974;0,0000037418;0,0000034201
4371;2179,577;36,3262833333;1752605381,086;9,9804288;9,980428143;9,9804311919;0,0000037419;0,0000034003
4372;2180,078;36,3346333333;1752605381,586;9,9804288;9,980428143;9,9804311853;0,0000037419;0,0000034003
4373;2180,577;36,34295;1752605382,086;9,9804288;9,980428176;9,9804311798;0,000003742;0,0000033904
4374;2181,077;36,3512833333;1752605382,585;9,9804255;9,980428176;9,9804311699;0,0000037433;0,0000033904
4375;2181,577;36,3596166667;1752605383,086;9,9804255;9,980428121;9,9804311644;0,0000037445;0,0000033887
4376;2182,077;36,36795;1752605383,585;9,9804277;9,98042811;9,9804311578;0,0000037449;0,0000033883
4377;2182,577;36,3762833333;1752605384,085;9,9804233;9,980428055;9,9804311468;0,0000037473;0,0000034215
4378;2183,077;36,3846166667;1752605384,586;9,9804277;9,980427989;9,9804311402;0,0000037477;0,0000033629
4379;2183,578;36,3929666667;1752605385,086;9,980431;9,980428033;9,9804311358;0,0000037473;0,0000033733
4380;2184,078;36,4013;1752605385,586;9,9804288;9,980428011;9,9804311303;0,0000037474;0,0000033609
4381;2184,577;36,4096166667;1752605386,086;9,9804233;9,980427978;9,9804311182;0,0000037498;0,000003391
4382;2185,078;36,4179666667;1752605386,586;9,9804255;9,980427989;9,9804311083;0,000003751;0,000003381
4383;2185,577;36,4262833333;1752605387,086;9,980431;9,980428087;9,9804311094;0,0000037507;0,0000033238
4384;2186,078;36,4346333333;1752605387,587;9,980431;9,980428142;9,9804311061;0,0000037504;0,0000033261
4385;2186,577;36,44295;1752605388,085;9,9804288;9,980428153;9,9804310973;0,0000037505;0,0000033264
4386;2187,078;36,4513;1752605388,586;9,9804277;9,980428098;9,9804310896;0,0000037508;0,0000032874
4387;2187,577;36,4596166667;1752605389,086;9,9804343;9,980428164;9,9804310896;0,0000037505;0,0000033451
4388;2188,077;36,46795;1752605389,586;9,980431;9,980428175;9,9804310874;0,0000037502;0,0000033526
4389;2188,577;36,4762833333;1752605390,085;9,9804332;9,980428219;9,9804310819;0,0000037497;0,0000033896
4390;2189,078;36,4846333333;1752605390,586;9,9804321;9,980428263;9,9804310786;0,0000037493;0,0000034113
4391;2189,578;36,4929666667;1752605391,086;9,9804299;9,980428296;9,980431072;0,0000037492;0,000003411
4392;2190,078;36,5013;1752605391,586;9,9804277;9,980428318;9,9804310632;0,0000037495;0,0000033998
4393;2190,577;36,5096166667;1752605392,085;9,9804299;9,980428329;9,9804310555;0,0000037494;0,0000034032
4394;2191,077;36,51795;1752605392,585;9,9804321;9,980428351;9,9804310533;0,000003749;0,0000034205
4395;2191,577;36,5262833333;1752605393,086;9,9804299;9,980428351;9,9804310489;0,0000037488;0,0000034205
4396;2192,077;36,5346166667;1752605393,586;9,9804266;9,980428329;9,9804310379;0,0000037496;0,0000034247
4397;2192,577;36,54295;1752605394,085;9,980431;9,980428329;9,9804310291;0,0000037493;0,0000034247
4398;2193,077;36,5512833333;1752605394,585;9,9804299;9,980428318;9,9804310203;0,0000037491;0,0000034178
4399;2193,577;36,5596166667;1752605395,085;9,9804255;9,980428307;9,9804310115;0,0000037503;0,0000034251
4400;2194,077;36,56795;1752605395,585;9,980431;9,98042834;9,980431006;0,00000375;0,0000034351
4401;2194,577;36,5762833333;1752605396,086;9,9804288;9,980428384;9,9804310005;0,0000037501;0,0000034122
4402;2195,077;36,5846166667;1752605396,585;9,9804321;9,980428461;9,9804309983;0,0000037497;0,0000034083
4403;2195,577;36,59295;1752605397,086;9,980431;9,980428494;9,9804309983;0,0000037493;0,0000034168
4404;2196,077;36,6012833333;1752605397,585;9,9804255;9,980428439;9,9804309895;0,0000037506;0,0000034203
4405;2196,577;36,6096166667;1752605398,086;9,9804332;9,980428483;9,9804309873;0,0000037501;0,0000034532
4406;2197,077;36,61795;1752605398,586;9,9804266;9,980428472;9,9804309796;0,0000037509;0,0000034574
4407;2197,577;36,6262833333;1752605399,085;9,9804244;9,980428461;9,9804309708;0,0000037526;0,0000034687
4408;2198,077;36,6346166667;1752605399,585;9,9804321;9,980428505;9,9804309686;0,0000037522;0,0000034868
4409;2198,577;36,64295;1752605400,086;9,9804266;9,980428483;9,9804309642;0,000003753;0,0000034919
4410;2199,077;36,6512833333;1752605400,586;9,9804277;9,98042845;9,9804309565;0,0000037534;0,0000034834
4411;2199,577;36,6596166667;1752605401,086;9,9804266;9,980428417;9,9804309477;0,0000037541;0,0000034852
4412;2200,078;36,6679666667;1752605401,586;9,9804277;9,980428395;9,9804309367;0,0000037545;0,0000034827
4413;2200,577;36,6762833333;1752605402,086;9,9804255;9,980428373;9,980430929;0,0000037557;0,000003494
4414;2201,078;36,6846333333;1752605402,586;9,9804277;9,98042834;9,9804309246;0,0000037561;0,0000034845
4415;2201,577;36,69295;1752605403,085;9,9804244;9,980428252;9,9804309169;0,0000037578;0,0000034717
4416;2202,077;36,7012833333;1752605403,585;9,9804277;9,980428208;9,9804309114;0,0000037582;0,0000034502
4417;2202,577;36,7096166667;1752605404,086;9,9804266;9,980428197;9,9804309015;0,0000037589;0,0000034536
4418;2203,078;36,7179666667;1752605404,586;9,9804244;9,980428109;9,9804308927;0,0000037607;0,0000034369
4419;2203,578;36,7263;1752605405,087;9,9804212;9,980427978;9,980430884;0,0000037643;0,0000034482
4420;2204,077;36,7346166667;1752605405,586;9,9804244;9,980427879;9,9804308708;0,000003766;0,0000034067
4421;2204,577;36,74295;1752605406,086;9,9804288;9,980427835;9,9804308664;0,0000037661;0,0000033655
4422;2205,077;36,7512833333;1752605406,585;9,9804277;9,980427813;9,9804308587;0,0000037664;0,000003359
4423;2205,577;36,7596166667;1752605407,086;9,980431;9,980427791;9,980430851;0,0000037661;0,0000033305
4424;2206,078;36,7679666667;1752605407,587;9,9804255;9,980427703;9,9804308378;0,0000037673;0,0000032725
4425;2206,577;36,7762833333;1752605408,085;9,9804277;9,980427659;9,9804308323;0,0000037677;0,0000032422
4426;2207,077;36,7846166667;1752605408,585;9,9804321;9,980427626;9,9804308279;0,0000037673;0,0000031788
4427;2207,577;36,79295;1752605409,085;9,9804332;9,980427692;9,980430829;0,0000037668;0,0000032255
4428;2208,077;36,8012833333;1752605409,586;9,9804288;9,980427714;9,9804308224;0,0000037669;0,0000032254
4429;2208,577;36,8096166667;1752605410,086;9,980431;9,980427714;9,980430818;0,0000037666;0,0000032254
4430;2209,077;36,81795;1752605410,586;9,9804321;9,980427725;9,9804308169;0,0000037662;0,0000032386
4431;2209,577;36,8262833333;1752605411,085;9,980431;9,980427703;9,9804308081;0,0000037659;0,0000032084
4432;2210,077;36,8346166667;1752605411,585;9,9804277;9,980427714;9,9804308037;0,0000037662;0,0000032064
4433;2210,578;36,8429666667;1752605412,086;9,9804288;9,980427769;9,9804307971;0,0000037663;0,000003177
4434;2211,077;36,8512833333;1752605412,586;9,9804244;9,980427769;9,9804307839;0,000003768;0,000003177
4435;2211,577;36,8596166667;1752605413,086;9,980431;9,980427835;9,980430785;0,0000037677;0,0000031748
4436;2212,078;36,8679666667;1752605413,587;9,9804288;9,980427868;9,9804307817;0,0000037677;0,0000031675
4437;2212,577;36,8762833333;1752605414,086;9,9804288;9,98042789;9,9804307773;0,0000037678;0,0000031662
4438;2213,078;36,8846333333;1752605414,586;9,9804266;9,980427857;9,9804307718;0,0000037685;0,0000031623
4439;2213,577;36,89295;1752605415,086;9,980431;9,980427879;9,9804307674;0,0000037682;0,0000031765
4440;2214,077;36,9012833333;1752605415,586;9,9804266;9,980427846;9,980430763;0,0000037689;0,0000031724
4441;2214,577;36,9096166667;1752605416,086;9,9804354;9,980427879;9,9804307619;0,0000037687;0,0000032337
4442;2215,078;36,9179666667;1752605416,586;9,9804321;9,980427945;9,9804307586;0,0000037683;0,000003252
4443;2215,577;36,9262833333;1752605417,085;9,9804332;9,980428011;9,9804307597;0,0000037679;0,0000032911
4444;2216,078;36,9346333333;1752605417,586;9,9804332;9,980428077;9,9804307619;0,0000037674;0,0000033285
4445;2216,577;36,94295;1752605418,086;9,980431;9,980428099;9,9804307608;0,0000037671;0,0000033406
4446;2217,077;36,9512833333;1752605418,586;9,9804354;9,98042822;9,9804307652;0,0000037669;0,0000033839
4447;2217,577;36,9596166667;1752605419,086;9,9804354;9,980428341;9,9804307685;0,0000037667;0,0000034223
4448;2218,078;36,9679666667;1752605419,586;9,9804343;9,980428516;9,9804307751;0,0000037663;0,0000032702
4449;2218,577;36,9762833333;1752605420,085;9,980431;9,980428593;9,9804307718;0,000003766;0,0000032366
4450;2219,077;36,9846166667;1752605420,585;9,9804321;9,98042867;9,9804307707;0,0000037656;0,0000032275
4451;2219,577;36,99295;1752605421,085;9,9804354;9,980428769;9,9804307718;0,0000037654;0,0000032806
4452;2220,077;37,0012833333;1752605421,585;9,9804332;9,980428846;9,9804307718;0,0000037649;0,0000032935
4453;2220,577;37,0096166667;1752605422,086;9,980431;9,98042889;9,9804307696;0,0000037646;0,0000032926
4454;2221,078;37,0179666667;1752605422,586;9,9804321;9,980428967;9,9804307696;0,0000037642;0,0000032765
4455;2221,577;37,0262833333;1752605423,085;9,980431;9,980428989;9,9804307652;0,0000037639;0,0000032827
4456;2222,078;37,0346333333;1752605423,586;9,9804332;9,980429011;9,9804307619;0,0000037635;0,0000033037
4457;2222,577;37,04295;1752605424,085;9,980431;9,980429077;9,9804307575;0,0000037631;0,0000032764
4458;2223,078;37,0513;1752605424,586;9,9804321;9,980429132;9,980430752;0,0000037627;0,0000032806
4459;2223,578;37,0596333333;1752605425,086;9,9804321;9,980429165;9,9804307454;0,0000037623;0,0000032938
4460;2224,078;37,0679666667;1752605425,587;9,9804321;9,980429165;9,980430741;0,0000037619;0,0000032938
4461;2224,577;37,0762833333;1752605426,085;9,9804321;9,980429231;9,9804307366;0,0000037615;0,0000032857
4462;2225,077;37,0846166667;1752605426,586;9,9804332;9,98042934;9,9804307355;0,0000037611;0,0000032338
4463;2225,577;37,09295;1752605427,086;9,9804376;9,980429483;9,980430741;0,0000037614;0,0000032799
4464;2226,078;37,1013;1752605427,586;9,9804343;9,980429593;9,980430741;0,000003761;0,0000032548
4465;2226,578;37,1096333333;1752605428,087;9,980431;9,980429604;9,9804307399;0,0000037607;0,0000032577
4466;2227,077;37,11795;1752605428,585;9,9804321;9,980429681;9,9804307388;0,0000037603;0,0000032243
4467;2227,577;37,1262833333;1752605429,085;9,9804365;9,980429791;9,9804307399;0,0000037603;0,0000032676
4468;2228,077;37,1346166667;1752605429,585;9,9804376;9,980429857;9,9804307421;0,0000037605;0,0000033576
4469;2228,577;37,14295;1752605430,086;9,9804365;9,980429901;9,9804307454;0,0000037605;0,0000034157
4470;2229,077;37,1512833333;1752605430,585;9,9804376;9,980429989;9,980430752;0,0000037607;0,0000034993
4471;2229,578;37,1596333333;1752605431,086;9,9804343;9,980430044;9,9804307575;0,0000037604;0,0000035236
4472;2230,078;37,1679666667;1752605431,586;9,9804365;9,980430121;9,9804307641;0,0000037604;0,0000035798
4473;2230,577;37,1762833333;1752605432,085;9,9804365;9,980430198;9,9804307685;0,0000037604;0,0000036335
4474;2231,077;37,1846166667;1752605432,585;9,980431;9,980430253;9,9804307663;0,00000376;0,0000036032
4475;2231,577;37,19295;1752605433,086;9,9804299;9,980430297;9,9804307641;0,0000037599;0,0000035713
4476;2232,077;37,2012833333;1752605433,586;9,9804277;9,980430297;9,9804307608;0,0000037602;0,0000035713
4477;2232,577;37,2096166667;1752605434,086;9,9804343;9,980430407;9,9804307608;0,0000037599;0,0000035227
4478;2233,077;37,21795;1752605434,586;9,9804332;9,980430462;9,9804307608;0,0000037595;0,0000035229
4479;2233,577;37,2262833333;1752605435,085;9,9804321;9,980430473;9,9804307597;0,0000037591;0,0000035263
4480;2234,077;37,2346166667;1752605435,586;9,9804332;9,980430517;9,980430763;0,0000037586;0,0000035327
4481;2234,577;37,24295;1752605436,086;9,9804321;9,980430605;9,9804307641;0,0000037582;0,00000346
4482;2235,078;37,2513;1752605436,586;9,980431;9,98043066;9,9804307619;0,0000037579;0,0000034215
4483;2235,578;37,2596333333;1752605437,086;9,9804299;9,980430649;9,9804307553;0,0000037577;0,0000034222
4484;2236,078;37,2679666667;1752605437,586;9,9804321;9,98043066;9,9804307454;0,0000037573;0,0000034251
4485;2236,577;37,2762833333;1752605438,085;9,9804332;9,980430704;9,9804307432;0,0000037569;0,0000034292
4486;2237,077;37,2846166667;1752605438,585;9,9804321;9,980430748;9,980430741;0,0000037565;0,0000034185
4487;2237,578;37,2929666667;1752605439,086;9,9804365;9,98043077;9,980430741;0,0000037565;0,0000034485
4488;2238,077;37,3012833333;1752605439,585;9,9804343;9,980430803;9,9804307366;0,0000037562;0,0000034665
4489;2238,578;37,3096333333;1752605440,086;9,9804299;9,98043077;9,9804307333;0,000003756;0,0000034591
4490;2239,077;37,31795;1752605440,586;9,9804299;9,980430748;9,9804307267;0,0000037558;0,0000034576
4491;2239,577;37,3262833333;1752605441,085;9,9804365;9,980430814;9,9804307256;0,0000037558;0,0000035039
4492;2240,078;37,3346333333;1752605441,586;9,9804321;9,980430858;9,9804307223;0,0000037554;0,000003492
4493;2240,577;37,34295;1752605442,086;9,9804299;9,980430858;9,9804307179;0,0000037552;0,000003492
4494;2241,078;37,3513;1752605442,586;9,9804321;9,980430858;9,9804307201;0,0000037548;0,000003492
4495;2241,578;37,3596333333;1752605443,085;9,9804299;9,980430858;9,9804307223;0,0000037547;0,000003492
4496;2242,077;37,36795;1752605443,585;9,9804321;9,980430913;9,9804307245;0,0000037543;0,0000034675
4497;2242,577;37,3762833333;1752605444,085;9,9804365;9,980430968;9,9804307289;0,0000037543;0,0000035122
4498;2243,077;37,3846166667;1752605444,585;9,9804332;9,980431001;9,9804307289;0,0000037538;0,0000035176
4499;2243,577;37,39295;1752605445,085;9,9804321;9,980431067;9,9804307256;0,0000037534;0,000003475
4500;2244,078;37,4013;1752605445,587;9,9804299;9,980431056;9,9804307201;0,0000037533;0,0000034769
4501;2244,577;37,4096166667;1752605446,085;9,980431;9,980431078;9,9804307157;0,000003753;0,0000034695
4502;2245,078;37,4179666667;1752605446,586;9,9804277;9,980431034;9,9804307091;0,0000037533;0,0000034843
4503;2245,577;37,4262833333;1752605447,086;9,9804343;9,980431067;9,9804307124;0,000003753;0,0000034995
4504;2246,077;37,4346166667;1752605447,586;9,9804288;9,9804311;9,9804307124;0,000003753;0,0000034619
4505;2246,577;37,44295;1752605448,086;9,980431;9,980431078;9,9804307113;0,0000037527;0,0000034554
4506;2247,078;37,4513;1752605448,586;9,9804277;9,980431089;9,9804307047;0,0000037531;0,0000034427
4507;2247,578;37,4596333333;1752605449,086;9,9804277;9,980431122;9,9804306959;0,0000037534;0,0000033934
4508;2248,077;37,46795;1752605449,585;9,9804266;9,980431067;9,9804306871;0,0000037542;0,0000034218
4509;2248,577;37,4762833333;1752605450,085;9,980431;9,980431111;9,9804306871;0,0000037538;0,000003392
4510;2249,077;37,4846166667;1752605450,586;9,9804277;9,980431111;9,9804306772;0,0000037542;0,000003392
4511;2249,577;37,49295;1752605451,086;9,9804277;9,980431122;9,9804306706;0,0000037545;0,0000033789
4512;2250,077;37,5012833333;1752605451,586;9,9804266;9,980431111;9,9804306673;0,0000037553;0,000003392
4513;2250,577;37,5096166667;1752605452,085;9,9804266;9,980431122;9,9804306596;0,000003756;0,0000033753
4514;2251,078;37,5179666667;1752605452,586;9,9804299;9,980431144;9,9804306585;0,0000037558;0,0000033599
4515;2251,577;37,5262833333;1752605453,085;9,9804343;9,980431243;9,9804306629;0,0000037555;0,0000033046
4516;2252,077;37,5346166667;1752605453,585;9,9804277;9,980431243;9,9804306596;0,0000037558;0,0000033046
4517;2252,577;37,54295;1752605454,085;9,9804277;9,980431254;9,9804306585;0,0000037562;0,0000032908
4518;2253,078;37,5513;1752605454,586;9,9804244;9,980431254;9,9804306497;0,0000037579;0,0000032908
4519;2253,577;37,5596166667;1752605455,085;9,9804288;9,98043133;9,9804306475;0,0000037579;0,0000031406
4520;2254,078;37,5679666667;1752605455,586;9,9804255;9,980431341;9,9804306431;0,0000037591;0,0000031179
4521;2254,577;37,5762833333;1752605456,085;9,9804255;9,980431308;9,9804306387;0,0000037602;0,0000031622
4522;2255,077;37,5846166667;1752605456,585;9,9804277;9,980431308;9,9804306365;0,0000037606;0,0000031622
4523;2255,578;37,5929666667;1752605457,086;9,9804233;9,980431231;9,9804306277;0,0000037628;0,000003262
4524;2256,078;37,6013;1752605457,586;9,9804277;9,980431253;9,98043062;0,0000037632;0,0000032302
4525;2256,577;37,6096166667;1752605458,085;9,9804266;9,980431242;9,9804306134;0,0000037639;0,0000032443
4526;2257,077;37,61795;1752605458,585;9,9804277;9,980431198;9,9804306057;0,0000037642;0,0000032623
4527;2257,577;37,6262833333;1752605459,086;9,9804244;9,98043111;9,9804305947;0,0000037659;0,0000033258
4528;2258,077;37,6346166667;1752605459,585;9,9804255;9,980431077;9,9804305848;0,000003767;0,0000033651
4529;2258,577;37,64295;1752605460,086;9,9804266;9,980431033;9,9804305804;0,0000037677;0,0000033948
4530;2259,077;37,6512833333;1752605460,586;9,9804277;9,980430989;9,9804305738;0,0000037681;0,0000034093
4531;2259,577;37,6596166667;1752605461,085;9,9804266;9,980430945;9,9804305672;0,0000037688;0,0000034374
4532;2260,077;37,66795;1752605461,586;9,9804266;9,980430934;9,980430565;0,0000037695;0,0000034496
4533;2260,577;37,6762833333;1752605462,086;9,9804255;9,980430901;9,9804305529;0,0000037706;0,0000034859
4534;2261,078;37,6846333333;1752605462,586;9,9804277;9,980430934;9,9804305485;0,000003771;0,000003439
4535;2261,578;37,6929666667;1752605463,086;9,9804288;9,980430912;9,980430543;0,000003771;0,0000034456
4536;2262,077;37,7012833333;1752605463,585;9,9804223;9,980430847;9,9804305321;0,0000037738;0,0000035457
4537;2262,577;37,7096166667;1752605464,085;9,9804233;9,980430792;9,98043052;0,000003776;0,0000036197
4538;2263,077;37,71795;1752605464,586;9,9804212;9,980430738;9,9804305069;0,0000037795;0,0000037217
4539;2263,577;37,7262833333;1752605465,086;9,9804233;9,980430661;9,9804304992;0,0000037817;0,0000037951
4540;2264,078;37,7346333333;1752605465,586;9,9804233;9,980430628;9,9804304915;0,0000037839;0,0000038448
4541;2264,578;37,7429666667;1752605466,087;9,9804255;9,980430529;9,9804304772;0,000003785;0,0000038482
4542;2265,077;37,7512833333;1752605466,585;9,9804201;9,980430409;9,980430463;0,0000037893;0,0000039834
4543;2265,578;37,7596333333;1752605467,086;9,9804244;9,980430321;9,9804304509;0,0000037909;0,0000040182
4544;2266,077;37,76795;1752605467,585;9,9804244;9,980430233;9,980430441;0,0000037925;0,0000040507
4545;2266,577;37,7762833333;1752605468,086;9,9804233;9,980430156;9,9804304344;0,0000037947;0,0000041088
4546;2267,077;37,7846166667;1752605468,586;9,9804255;9,980430057;9,9804304234;0,0000037958;0,0000041004
4547;2267,578;37,7929666667;1752605469,086;9,9804277;9,98042998;9,9804304124;0,0000037961;0,0000040712
4548;2268,078;37,8013;1752605469,586;9,9804266;9,980429903;9,9804304036;0,0000037968;0,0000040615
4549;2268,577;37,8096166667;1752605470,086;9,9804288;9,980429881;9,9804303992;0,0000037968;0,0000040615
4550;2269,077;37,81795;1752605470,586;9,9804244;9,980429804;9,9804303904;0,0000037985;0,0000040918
4551;2269,577;37,8262833333;1752605471,085;9,9804255;9,980429705;9,9804303827;0,0000037996;0,0000040748
4552;2270,078;37,8346333333;1752605471,586;9,9804277;9,98042965;9,9804303772;0,0000037999;0,0000040643
4553;2270,577;37,84295;1752605472,085;9,9804233;9,980429573;9,9804303684;0,000003802;0,0000041111
4554;2271,078;37,8513;1752605472,586;9,9804233;9,980429485;9,9804303607;0,0000038042;0,0000041505
4555;2271,578;37,8596333333;1752605473,086;9,9804244;9,980429419;9,9804303497;0,0000038058;0,0000041785
4556;2272,077;37,86795;1752605473,586;9,9804212;9,980429299;9,9804303344;0,0000038092;0,0000042407
4557;2272,577;37,8762833333;1752605474,086;9,9804244;9,980429233;9,9804303234;0,0000038108;0,0000042652
4558;2273,078;37,8846333333;1752605474,586;9,9804299;9,980429211;9,980430319;0,0000038106;0,0000042559
4559;2273,578;37,8929666667;1752605475,086;9,9804277;9,980429167;9,9804303069;0,0000038109;0,0000042485
4560;2274,078;37,9013;1752605475,586;9,9804277;9,980429123;9,9804302981;0,0000038113;0,0000042406
4561;2274,577;37,9096166667;1752605476,086;9,9804244;9,980429046;9,9804302871;0,0000038128;0,0000042559
4562;2275,077;37,91795;1752605476,586;9,9804201;9,980428915;9,9804302707;0,000003817;0,0000043277
4563;2275,578;37,9263;1752605477,086;9,9804212;9,980428751;9,9804302554;0,0000038204;0,000004306
4564;2276,077;37,9346166667;1752605477,586;9,9804244;9,980428652;9,9804302444;0,000003822;0,0000042909
4565;2276,577;37,94295;1752605478,085;9,9804223;9,980428565;9,9804302346;0,0000038247;0,0000043308
4566;2277,077;37,9512833333;1752605478,585;9,9804266;9,98042851;9,9804302291;0,0000038253;0,0000043204
4567;2277,577;37,9596166667;1752605479,086;9,9804277;9,980428422;9,9804302236;0,0000038256;0,000004245
4568;2278,077;37,96795;1752605479,586;9,9804277;9,980428323;9,9804302192;0,0000038259;0,000004143
4569;2278,577;37,9762833333;1752605480,085;9,9804255;9,980428213;9,9804302082;0,000003827;0,000004069
4570;2279,078;37,9846333333;1752605480,586;9,9804255;9,980428092;9,9804302016;0,0000038281;0,0000039657
4571;2279,578;37,9929666667;1752605481,086;9,980431;9,980428059;9,9804301994;0,0000038278;0,000003927
4572;2280,077;38,0012833333;1752605481,586;9,9804266;9,98042796;9,980430195;0,0000038284;0,0000038358
4573;2280,577;38,0096166667;1752605482,085;9,9804299;9,980427894;9,9804301895;0,0000038282;0,0000037431
4574;2281,077;38,01795;1752605482,586;9,9804277;9,980427861;9,9804301818;0,0000038285;0,0000037299
4575;2281,578;38,0263;1752605483,086;9,9804255;9,980427817;9,9804301763;0,0000038296;0,0000037316
4576;2282,077;38,0346166667;1752605483,585;9,9804233;9,980427773;9,9804301708;0,0000038317;0,0000037588
4577;2282,577;38,04295;1752605484,085;9,9804277;9,980427707;9,9804301631;0,000003832;0,0000037005
4578;2283,077;38,0512833333;1752605484,585;9,9804255;9,98042763;9,9804301532;0,0000038331;0,000003665
4579;2283,577;38,0596166667;1752605485,086;9,9804321;9,98042763;9,9804301521;0,0000038327;0,000003665
4580;2284,078;38,0679666667;1752605485,586;9,9804266;9,980427564;9,9804301477;0,0000038333;0,0000036229
4581;2284,577;38,0762833333;1752605486,086;9,9804277;9,98042752;9,9804301455;0,0000038336;0,0000035938
4582;2285,077;38,0846166667;1752605486,585;9,9804299;9,980427509;9,9804301444;0,0000038334;0,0000035848
4583;2285,578;38,0929666667;1752605487,086;9,9804266;9,980427476;9,9804301378;0,0000038341;0,0000035777
4584;2286,077;38,1012833333;1752605487,585;9,9804332;9,980427487;9,9804301356;0,0000038336;0,0000035937
4585;2286,577;38,1096166667;1752605488,085;9,9804266;9,980427421;9,980430129;0,0000038343;0,0000035481
4586;2287,078;38,1179666667;1752605488,587;9,9804244;9,980427344;9,9804301235;0,0000038358;0,000003529
4587;2287,577;38,1262833333;1752605489,086;9,9804266;9,980427245;9,9804301213;0,0000038365;0,0000034063
4588;2288,078;38,1346333333;1752605489,587;9,9804288;9,98042719;9,980430118;0,0000038365;0,0000033349
4589;2288,577;38,14295;1752605490,085;9,9804288;9,980427179;9,9804301191;0,0000038365;0,0000033276
4590;2289,077;38,1512833333;1752605490,586;9,9804266;9,980427146;9,9804301147;0,0000038371;0,0000033167
4591;2289,577;38,1596166667;1752605491,086;9,9804299;9,98042708;9,9804301136;0,0000038369;0,000003192
4592;2290,077;38,16795;1752605491,586;9,9804288;9,980427047;9,9804301114;0,000003837;0,0000031565
4593;2290,577;38,1762833333;1752605492,086;9,9804233;9,980426981;9,9804300982;0,000003839;0,0000031652
4594;2291,078;38,1846333333;1752605492,586;9,9804223;9,980426883;9,9804300895;0,0000038417;0,0000031568
4595;2291,577;38,19295;1752605493,085;9,9804233;9,980426817;9,9804300796;0,0000038438;0,0000031621
4596;2292,077;38,2012833333;1752605493,585;9,9804244;9,98042674;9,9804300774;0,0000038453;0,0000031257
4597;2292,577;38,2096166667;1752605494,085;9,9804244;9,980426619;9,9804300763;0,0000038468;0,0000029746
4598;2293,077;38,21795;1752605494,586;9,9804244;9,980426531;9,980430073;0,0000038484;0,0000029073
4599;2293,578;38,2263;1752605495,086;9,9804277;9,980426487;9,9804300719;0,0000038486;0,000002855
4600;2294,077;38,2346166667;1752605495,586;9,9804266;9,980426454;9,9804300708;0,0000038493;0,0000028342
4601;2294,577;38,24295;1752605496,085;9,9804244;9,980426388;9,9804300653;0,0000038508;0,0000028039
4602;2295,077;38,2512833333;1752605496,585;9,9804299;9,98042641;9,9804300642;0,0000038506;0,0000028229
4603;2295,577;38,2596166667;1752605497,085;9,9804299;9,980426366;9,9804300642;0,0000038504;0,0000027315
4604;2296,077;38,26795;1752605497,585;9,9804277;9,980426355;9,980430062;0,0000038507;0,0000027238
4605;2296,577;38,2762833333;1752605498,085;9,9804288;9,980426333;9,9804300642;0,0000038507;0,0000026946
4606;2297,077;38,2846166667;1752605498,585;9,980431;9,980426366;9,9804300675;0,0000038503;0,0000027315
