"index";"time";"minutes";"dateTime";"HP34401A.VoltageDC"
23598;11793,416;196,5569333333;1752147974,124;9,9802228
23599;11793,915;196,56525;1752147974,624;9,9802217
23600;11794,416;196,5736;1752147975,124;9,9802239
23601;11794,915;196,5819166667;1752147975,624;9,9802228
23602;11795,415;196,59025;1752147976,124;9,9802239
23603;11795,916;196,5986;1752147976,625;9,9802207
23604;11796,415;196,6069166667;1752147977,124;9,9802196
23605;11796,916;196,6152666667;1752147977,624;9,9802185
23606;11797,415;196,6235833333;1752147978,124;9,9802207
23607;11797,915;196,6319166667;1752147978,624;9,9802228
23608;11798,415;196,64025;1752147979,124;9,9802272
23609;11798,915;196,6485833333;1752147979,623;9,9802283
23610;11799,416;196,6569333333;1752147980,124;9,980225
23611;11799,916;196,6652666667;1752147980,624;9,9802294
23612;11800,415;196,6735833333;1752147981,124;9,9802239
23613;11800,915;196,6819166667;1752147981,623;9,9802217
23614;11801,416;196,6902666667;1752147982,124;9,9802228
23615;11801,916;196,6986;1752147982,625;9,9802207
23616;11802,415;196,7069166667;1752147983,124;9,9802185
23617;11802,916;196,7152666667;1752147983,624;9,9802261
23618;11803,415;196,7235833333;1752147984,123;9,9802217
23619;11803,915;196,7319166667;1752147984,623;9,980225
23620;11804,415;196,74025;1752147985,124;9,9802272
23621;11804,916;196,7486;1752147985,624;9,9802305
23622;11805,416;196,7569333333;1752147986,124;9,9802294
23623;11805,915;196,76525;1752147986,624;9,9802283
23624;11806,415;196,7735833333;1752147987,124;9,9802228
23625;11806,915;196,7819166667;1752147987,624;9,9802239
23626;11807,416;196,7902666667;1752147988,124;9,9802261
23627;11807,915;196,7985833333;1752147988,623;9,9802261
23628;11808,415;196,8069166667;1752147989,124;9,980225
23629;11808,915;196,81525;1752147989,624;9,980225
23630;11809,415;196,8235833333;1752147990,123;9,9802239
23631;11809,915;196,8319166667;1752147990,624;9,9802239
23632;11810,415;196,84025;1752147991,124;9,9802185
23633;11810,916;196,8486;1752147991,624;9,9802261
23634;11811,416;196,8569333333;1752147992,124;9,9802239
23635;11811,915;196,86525;1752147992,624;9,9802272
23636;11812,415;196,8735833333;1752147993,124;9,9802261
23637;11812,916;196,8819333333;1752147993,625;9,9802239
23638;11813,415;196,89025;1752147994,124;9,9802272
23639;11813,916;196,8986;1752147994,624;9,9802228
23640;11814,415;196,9069166667;1752147995,123;9,9802283
23641;11814,916;196,9152666667;1752147995,624;9,980225
23642;11815,416;196,9236;1752147996,124;9,980225
23643;11815,916;196,9319333333;1752147996,624;9,9802228
23644;11816,415;196,94025;1752147997,124;9,9802261
23645;11816,916;196,9486;1752147997,624;9,9802283
23646;11817,415;196,9569166667;1752147998,124;9,9802283
23647;11817,915;196,96525;1752147998,624;9,980225
23648;11818,415;196,9735833333;1752147999,124;9,9802283
23649;11818,916;196,9819333333;1752147999,624;9,9802217
23650;11819,415;196,99025;1752148000,124;9,9802217
23651;11819,916;196,9986;1752148000,624;9,9802283
23652;11820,415;197,0069166667;1752148001,124;9,9802228
23653;11820,915;197,01525;1752148001,624;9,9802239
23654;11821,415;197,0235833333;1752148002,124;9,9802261
23655;11821,915;197,0319166667;1752148002,624;9,9802207
23656;11822,415;197,04025;1752148003,123;9,9802207
23657;11822,916;197,0486;1752148003,624;9,9802207
23658;11823,415;197,0569166667;1752148004,124;9,9802239
23659;11823,915;197,06525;1752148004,624;9,9802261
23660;11824,415;197,0735833333;1752148005,124;9,9802239
23661;11824,916;197,0819333333;1752148005,624;9,980225
23662;11825,416;197,0902666667;1752148006,125;9,980225
23663;11825,916;197,0986;1752148006,624;9,9802217
23664;11826,416;197,1069333333;1752148007,125;9,9802239
23665;11826,915;197,11525;1752148007,624;9,980225
23666;11827,416;197,1236;1752148008,124;9,9802239
23667;11827,916;197,1319333333;1752148008,624;9,9802272
23668;11828,416;197,1402666667;1752148009,124;9,9802239
23669;11828,916;197,1486;1752148009,624;9,9802283
23670;11829,415;197,1569166667;1752148010,128;9,9802305
23671;11829,915;197,16525;1752148010,623;9,9802283
23672;11830,415;197,1735833333;1752148011,123;9,9802305
23673;11830,916;197,1819333333;1752148011,624;9,9802261
23674;11831,416;197,1902666667;1752148012,124;9,9802327
23675;11831,916;197,1986;1752148012,624;9,9802261
23676;11832,415;197,2069166667;1752148013,124;9,9802261
23677;11832,915;197,21525;1752148013,623;9,9802261
23678;11833,415;197,2235833333;1752148014,124;9,9802239
23679;11833,916;197,2319333333;1752148014,624;9,980225
23680;11834,415;197,24025;1752148015,123;9,9802239
23681;11834,915;197,2485833333;1752148015,623;9,9802217
23682;11835,415;197,2569166667;1752148016,123;9,980225
23683;11835,916;197,2652666667;1752148016,624;9,980225
23684;11836,416;197,2736;1752148017,124;9,9802185
23685;11836,916;197,2819333333;1752148017,624;9,9802228
23686;11837,416;197,2902666667;1752148018,124;9,9802272
23687;11837,915;197,2985833333;1752148018,624;9,9802261
23688;11838,415;197,3069166667;1752148019,123;9,9802207
23689;11838,915;197,31525;1752148019,624;9,9802272
23690;11839,415;197,3235833333;1752148020,124;9,9802228
23691;11839,915;197,3319166667;1752148020,623;9,980225
23692;11840,416;197,3402666667;1752148021,124;9,9802261
23693;11840,915;197,3485833333;1752148021,623;9,9802217
23694;11841,415;197,3569166667;1752148022,123;9,980225
23695;11841,916;197,3652666667;1752148022,625;9,9802283
23696;11842,415;197,3735833333;1752148023,124;9,980225
23697;11842,916;197,3819333333;1752148023,624;9,980225
23698;11843,416;197,3902666667;1752148024,124;9,980225
23699;11843,915;197,3985833333;1752148024,624;9,9802239
23700;11844,415;197,4069166667;1752148025,123;9,9802217
23701;11844,916;197,4152666667;1752148025,624;9,9802196
23702;11845,416;197,4236;1752148026,125;9,9802217
23703;11845,915;197,4319166667;1752148026,623;9,9802196
23704;11846,415;197,44025;1752148027,123;9,9802228
23705;11846,915;197,4485833333;1752148027,623;9,9802228
23706;11847,415;197,4569166667;1752148028,124;9,9802228
23707;11847,916;197,4652666667;1752148028,625;9,980225
23708;11848,415;197,4735833333;1752148029,124;9,9802228
23709;11848,915;197,4819166667;1752148029,623;9,9802207
23710;11849,415;197,49025;1752148030,123;9,9802217
23711;11849,916;197,4986;1752148030,624;9,9802239
23712;11850,416;197,5069333333;1752148031,125;9,980225
23713;11850,916;197,5152666667;1752148031,624;9,9802239
23714;11851,416;197,5236;1752148032,124;9,9802207
23715;11851,916;197,5319333333;1752148032,623;9,9802163
23716;11852,415;197,54025;1752148033,123;9,9802196
23717;11852,915;197,5485833333;1752148033,624;9,9802174
23718;11853,415;197,5569166667;1752148034,124;9,9802217
23719;11853,916;197,5652666667;1752148034,625;9,9802207
23720;11854,415;197,5735833333;1752148035,123;9,9802261
23721;11854,915;197,5819166667;1752148035,623;9,980225
23722;11855,415;197,59025;1752148036,123;9,980225
23723;11855,915;197,5985833333;1752148036,624;9,9802217
23724;11856,416;197,6069333333;1752148037,124;9,9802228
23725;11856,916;197,6152666667;1752148037,624;9,9802228
23726;11857,416;197,6236;1752148038,124;9,9802239
23727;11857,915;197,6319166667;1752148038,623;9,9802261
23728;11858,415;197,64025;1752148039,124;9,9802207
23729;11858,916;197,6486;1752148039,624;9,9802228
23730;11859,415;197,6569166667;1752148040,124;9,9802239
23731;11859,916;197,6652666667;1752148040,624;9,9802196
23732;11860,415;197,6735833333;1752148041,123;9,9802174
23733;11860,916;197,6819333333;1752148041,624;9,9802217
23734;11861,416;197,6902666667;1752148042,124;9,9802207
23735;11861,916;197,6986;1752148042,625;9,9802207
23736;11862,415;197,7069166667;1752148043,124;9,9802272
23737;11862,915;197,71525;1752148043,623;9,9802185
23738;11863,416;197,7236;1752148044,124;9,9802228
23739;11863,916;197,7319333333;1752148044,624;9,9802261
23740;11864,415;197,74025;1752148045,124;9,9802207
23741;11864,915;197,7485833333;1752148045,624;9,9802261
23742;11865,415;197,7569166667;1752148046,124;9,9802217
23743;11865,916;197,7652666667;1752148046,625;9,9802207
23744;11866,415;197,7735833333;1752148047,123;9,9802228
23745;11866,915;197,7819166667;1752148047,624;9,9802185
23746;11867,415;197,79025;1752148048,124;9,9802185
23747;11867,916;197,7986;1752148048,624;9,9802207
23748;11868,415;197,8069166667;1752148049,124;9,9802207
23749;11868,916;197,8152666667;1752148049,624;9,9802207
23750;11869,416;197,8236;1752148050,124;9,9802207
23751;11869,916;197,8319333333;1752148050,624;9,9802228
23752;11870,415;197,84025;1752148051,123;9,9802196
23753;11870,915;197,8485833333;1752148051,624;9,9802239
23754;11871,415;197,8569166667;1752148052,124;9,9802185
23755;11871,915;197,86525;1752148052,623;9,9802228
23756;11872,415;197,8735833333;1752148053,123;9,980225
23757;11872,915;197,8819166667;1752148053,623;9,9802239
23758;11873,416;197,8902666667;1752148054,125;9,9802217
23759;11873,915;197,8985833333;1752148054,623;9,9802196
23760;11874,415;197,9069166667;1752148055,123;9,9802196
23761;11874,916;197,9152666667;1752148055,624;9,980225
23762;11875,416;197,9236;1752148056,124;9,9802228
23763;11875,916;197,9319333333;1752148056,624;9,9802239
23764;11876,415;197,94025;1752148057,124;9,9802217
23765;11876,916;197,9486;1752148057,625;9,980225
23766;11877,415;197,9569166667;1752148058,123;9,980225
23767;11877,915;197,96525;1752148058,623;9,9802217
23768;11878,416;197,9736;1752148059,124;9,9802228
23769;11878,915;197,9819166667;1752148059,623;9,9802261
23770;11879,416;197,9902666667;1752148060,124;9,9802228
23771;11879,915;197,9985833333;1752148060,624;9,9802239
23772;11880,415;198,0069166667;1752148061,123;9,9802294
23773;11880,916;198,0152666667;1752148061,624;9,9802207
23774;11881,415;198,0235833333;1752148062,124;9,980225
23775;11881,915;198,0319166667;1752148062,624;9,9802261
23776;11882,416;198,0402666667;1752148063,125;9,9802261
23777;11882,916;198,0486;1752148063,624;9,9802272
23778;11883,416;198,0569333333;1752148064,124;9,9802272
23779;11883,915;198,06525;1752148064,624;9,9802261
23780;11884,415;198,0735833333;1752148065,123;9,980225
23781;11884,916;198,0819333333;1752148065,624;9,9802239
23782;11885,416;198,0902666667;1752148066,124;9,9802283
23783;11885,915;198,0985833333;1752148066,623;9,9802261
23784;11886,416;198,1069333333;1752148067,124;9,980225
23785;11886,916;198,1152666667;1752148067,625;9,9802294
23786;11887,415;198,1235833333;1752148068,124;9,9802283
23787;11887,916;198,1319333333;1752148068,624;9,9802239
23788;11888,416;198,1402666667;1752148069,125;9,9802272
23789;11888,916;198,1486;1752148069,624;9,9802272
23790;11889,416;198,1569333333;1752148070,124;9,980225
23791;11889,915;198,16525;1752148070,624;9,9802239
23792;11890,415;198,1735833333;1752148071,124;9,9802261
23793;11890,916;198,1819333333;1752148071,625;9,9802228
23794;11891,415;198,19025;1752148072,124;9,9802228
23795;11891,915;198,1985833333;1752148072,623;9,9802261
23796;11892,415;198,2069166667;1752148073,123;9,980225
23797;11892,915;198,21525;1752148073,624;9,980225
23798;11893,415;198,2235833333;1752148074,123;9,9802239
23799;11893,916;198,2319333333;1752148074,624;9,9802217
23800;11894,416;198,2402666667;1752148075,125;9,9802261
23801;11894,915;198,2485833333;1752148075,624;9,9802239
23802;11895,415;198,2569166667;1752148076,123;9,9802196
23803;11895,915;198,26525;1752148076,623;9,9802239
23804;11896,415;198,2735833333;1752148077,124;9,9802228
23805;11896,915;198,2819166667;1752148077,624;9,9802207
23806;11897,416;198,2902666667;1752148078,125;9,9802228
23807;11897,915;198,2985833333;1752148078,623;9,9802174
23808;11898,416;198,3069333333;1752148079,124;9,9802207
23809;11898,915;198,31525;1752148079,624;9,9802217
23810;11899,416;198,3236;1752148080,124;9,9802239
23811;11899,916;198,3319333333;1752148080,624;9,9802228
23812;11900,415;198,34025;1752148081,124;9,980225
23813;11900,915;198,3485833333;1752148081,624;9,9802217
23814;11901,415;198,3569166667;1752148082,123;9,9802261
23815;11901,916;198,3652666667;1752148082,624;9,9802261
23816;11902,416;198,3736;1752148083,125;9,9802272
23817;11902,916;198,3819333333;1752148083,624;9,9802272
23818;11903,416;198,3902666667;1752148084,124;9,9802283
23819;11903,915;198,3985833333;1752148084,623;9,980225
23820;11904,416;198,4069333333;1752148085,124;9,9802239
23821;11904,915;198,41525;1752148085,624;9,9802239
23822;11905,416;198,4236;1752148086,124;9,9802228
23823;11905,915;198,4319166667;1752148086,623;9,9802207
23824;11906,415;198,44025;1752148087,124;9,9802239
23825;11906,915;198,4485833333;1752148087,623;9,980225
23826;11907,415;198,4569166667;1752148088,123;9,980225
23827;11907,915;198,46525;1752148088,623;9,9802261
23828;11908,415;198,4735833333;1752148089,124;9,980225
23829;11908,916;198,4819333333;1752148089,625;9,9802283
23830;11909,415;198,49025;1752148090,123;9,9802261
23831;11909,915;198,4985833333;1752148090,624;9,9802228
23832;11910,415;198,5069166667;1752148091,124;9,9802217
23833;11910,915;198,51525;1752148091,624;9,9802239
23834;11911,416;198,5236;1752148092,124;9,9802294
23835;11911,916;198,5319333333;1752148092,624;9,9802272
23836;11912,416;198,5402666667;1752148093,124;9,9802239
23837;11912,915;198,5485833333;1752148093,624;9,9802272
23838;11913,415;198,5569166667;1752148094,124;9,9802316
23839;11913,916;198,5652666667;1752148094,624;9,9802261
23840;11914,415;198,5735833333;1752148095,124;9,9802239
23841;11914,915;198,5819166667;1752148095,623;9,9802239
23842;11915,416;198,5902666667;1752148096,124;9,9802305
23843;11915,915;198,5985833333;1752148096,624;9,9802272
23844;11916,415;198,6069166667;1752148097,124;9,9802217
23845;11916,915;198,61525;1752148097,624;9,9802283
23846;11917,416;198,6236;1752148098,124;9,980225
23847;11917,915;198,6319166667;1752148098,623;9,9802239
23848;11918,416;198,6402666667;1752148099,124;9,9802228
23849;11918,915;198,6485833333;1752148099,624;9,9802196
23850;11919,415;198,6569166667;1752148100,124;9,9802228
23851;11919,915;198,66525;1752148100,624;9,9802239
23852;11920,416;198,6736;1752148101,125;9,9802283
23853;11920,915;198,6819166667;1752148101,623;9,9802239
23854;11921,416;198,6902666667;1752148102,124;9,980225
23855;11921,915;198,6985833333;1752148102,624;9,9802305
23856;11922,415;198,7069166667;1752148103,124;9,9802239
23857;11922,916;198,7152666667;1752148103,624;9,9802261
23858;11923,415;198,7235833333;1752148104,123;9,9802261
23859;11923,916;198,7319333333;1752148104,624;9,9802272
23860;11924,415;198,74025;1752148105,124;9,9802261
23861;11924,915;198,7485833333;1752148105,623;9,9802261
23862;11925,415;198,7569166667;1752148106,124;9,9802261
23863;11925,916;198,7652666667;1752148106,624;9,9802228
23864;11926,415;198,7735833333;1752148107,123;9,9802239
23865;11926,916;198,7819333333;1752148107,624;9,9802239
23866;11927,415;198,79025;1752148108,123;9,9802217
23867;11927,915;198,7985833333;1752148108,624;9,9802272
23868;11928,415;198,8069166667;1752148109,124;9,9802283
23869;11928,916;198,8152666667;1752148109,625;9,9802261
23870;11929,416;198,8236;1752148110,124;9,9802261
23871;11929,915;198,8319166667;1752148110,623;9,9802228
23872;11930,415;198,84025;1752148111,124;9,9802196
23873;11930,915;198,8485833333;1752148111,623;9,9802239
23874;11931,416;198,8569333333;1752148112,124;9,9802239
23875;11931,915;198,86525;1752148112,623;9,980225
23876;11932,416;198,8736;1752148113,124;9,9802228
23877;11932,915;198,8819166667;1752148113,623;9,9802207
23878;11933,415;198,89025;1752148114,123;9,980225
23879;11933,915;198,8985833333;1752148114,623;9,9802261
23880;11934,415;198,9069166667;1752148115,124;9,9802272
23881;11934,916;198,9152666667;1752148115,624;9,9802196
23882;11935,416;198,9236;1752148116,124;9,980225
23883;11935,915;198,9319166667;1752148116,624;9,9802316
23884;11936,415;198,94025;1752148117,124;9,9802261
23885;11936,916;198,9486;1752148117,624;9,9802294
23886;11937,416;198,9569333333;1752148118,125;9,9802305
23887;11937,915;198,96525;1752148118,624;9,9802283
23888;11938,415;198,9735833333;1752148119,123;9,9802294
23889;11938,916;198,9819333333;1752148119,624;9,9802327
23890;11939,415;198,99025;1752148120,124;9,9802294
23891;11939,916;198,9986;1752148120,624;9,9802294
23892;11940,415;199,0069166667;1752148121,124;9,9802294
23893;11940,916;199,0152666667;1752148121,624;9,9802316
23894;11941,416;199,0236;1752148122,124;9,9802294
23895;11941,915;199,0319166667;1752148122,624;9,9802294
23896;11942,415;199,04025;1752148123,124;9,9802305
23897;11942,916;199,0486;1752148123,624;9,9802316
23898;11943,415;199,0569166667;1752148124,123;9,9802294
23899;11943,915;199,06525;1752148124,624;9,9802316
23900;11944,415;199,0735833333;1752148125,123;9,9802305
23901;11944,915;199,0819166667;1752148125,624;9,9802316
23902;11945,416;199,0902666667;1752148126,125;9,9802283
23903;11945,915;199,0985833333;1752148126,624;9,9802316
23904;11946,415;199,1069166667;1752148127,124;9,9802338
23905;11946,916;199,1152666667;1752148127,624;9,9802294
23906;11947,415;199,1235833333;1752148128,124;9,9802294
23907;11947,915;199,1319166667;1752148128,624;9,9802261
23908;11948,416;199,1402666667;1752148129,124;9,9802283
23909;11948,915;199,1485833333;1752148129,624;9,9802272
23910;11949,416;199,1569333333;1752148130,124;9,9802228
23911;11949,916;199,1652666667;1752148130,624;9,9802294
23912;11950,415;199,1735833333;1752148131,123;9,9802261
23913;11950,915;199,1819166667;1752148131,624;9,9802283
23914;11951,416;199,1902666667;1752148132,124;9,9802283
23915;11951,915;199,1985833333;1752148132,623;9,9802272
23916;11952,416;199,2069333333;1752148133,124;9,9802283
23917;11952,916;199,2152666667;1752148133,624;9,9802305
23918;11953,415;199,2235833333;1752148134,124;9,980225
23919;11953,915;199,2319166667;1752148134,624;9,9802261
23920;11954,415;199,24025;1752148135,124;9,9802272
23921;11954,916;199,2486;1752148135,624;9,980225
23922;11955,416;199,2569333333;1752148136,124;9,9802283
23923;11955,915;199,26525;1752148136,624;9,9802316
23924;11956,415;199,2735833333;1752148137,124;9,9802327
23925;11956,915;199,2819166667;1752148137,624;9,9802316
23926;11957,415;199,29025;1752148138,124;9,9802294
23927;11957,915;199,2985833333;1752148138,623;9,9802305
23928;11958,415;199,3069166667;1752148139,124;9,9802338
23929;11958,915;199,31525;1752148139,623;9,9802327
23930;11959,415;199,3235833333;1752148140,124;9,9802261
23931;11959,915;199,3319166667;1752148140,623;9,9802239
23932;11960,415;199,34025;1752148141,124;9,9802217
23933;11960,916;199,3486;1752148141,624;9,9802228
23934;11961,416;199,3569333333;1752148142,124;9,9802261
23935;11961,915;199,36525;1752148142,624;9,980225
23936;11962,415;199,3735833333;1752148143,124;9,9802217
23937;11962,915;199,3819166667;1752148143,624;9,9802272
23938;11963,416;199,3902666667;1752148144,125;9,9802261
23939;11963,915;199,3985833333;1752148144,623;9,9802283
23940;11964,416;199,4069333333;1752148145,124;9,9802261
23941;11964,915;199,41525;1752148145,624;9,9802217
23942;11965,415;199,4235833333;1752148146,124;9,9802239
23943;11965,915;199,4319166667;1752148146,624;9,980225
23944;11966,415;199,44025;1752148147,124;9,9802261
23945;11966,916;199,4486;1752148147,624;9,9802196
23946;11967,416;199,4569333333;1752148148,124;9,9802228
23947;11967,915;199,46525;1752148148,624;9,9802228
23948;11968,415;199,4735833333;1752148149,124;9,9802261
23949;11968,916;199,4819333333;1752148149,624;9,9802261
23950;11969,415;199,49025;1752148150,124;9,9802294
23951;11969,915;199,4985833333;1752148150,623;9,9802261
23952;11970,415;199,5069166667;1752148151,124;9,9802261
23953;11970,915;199,51525;1752148151,624;9,980225
23954;11971,415;199,5235833333;1752148152,124;9,9802272
23955;11971,915;199,5319166667;1752148152,624;9,9802228
23956;11972,416;199,5402666667;1752148153,124;9,9802272
23957;11972,916;199,5486;1752148153,624;9,9802217
23958;11973,415;199,5569166667;1752148154,124;9,9802196
23959;11973,915;199,56525;1752148154,623;9,9802217
23960;11974,416;199,5736;1752148155,124;9,9802239
23961;11974,916;199,5819333333;1752148155,625;9,9802305
23962;11975,415;199,59025;1752148156,124;9,9802261
23963;11975,915;199,5985833333;1752148156,623;9,9802272
23964;11976,415;199,6069166667;1752148157,123;9,9802228
23965;11976,916;199,6152666667;1752148157,624;9,9802207
23966;11977,415;199,6235833333;1752148158,124;9,9802261
23967;11977,915;199,6319166667;1752148158,624;9,9802272
23968;11978,415;199,64025;1752148159,124;9,9802261
23969;11978,915;199,6485833333;1752148159,623;9,9802272
23970;11979,415;199,6569166667;1752148160,124;9,980225
23971;11979,915;199,66525;1752148160,623;9,980225
23972;11980,415;199,6735833333;1752148161,124;9,9802217
23973;11980,915;199,6819166667;1752148161,624;9,9802239
23974;11981,416;199,6902666667;1752148162,124;9,9802207
23975;11981,915;199,6985833333;1752148162,623;9,980225
23976;11982,416;199,7069333333;1752148163,124;9,9802239
23977;11982,916;199,7152666667;1752148163,624;9,9802261
23978;11983,416;199,7236;1752148164,125;9,9802316
23979;11983,915;199,7319166667;1752148164,623;9,9802283
23980;11984,416;199,7402666667;1752148165,124;9,9802272
23981;11984,915;199,7485833333;1752148165,624;9,9802272
23982;11985,415;199,7569166667;1752148166,124;9,9802239
23983;11985,915;199,76525;1752148166,624;9,9802261
23984;11986,416;199,7736;1752148167,124;9,9802261
23985;11986,915;199,7819166667;1752148167,623;9,9802261
23986;11987,415;199,79025;1752148168,124;9,9802272
23987;11987,915;199,7985833333;1752148168,623;9,9802239
23988;11988,415;199,8069166667;1752148169,124;9,980225
23989;11988,915;199,81525;1752148169,623;9,9802239
23990;11989,416;199,8236;1752148170,125;9,9802174
23991;11989,915;199,8319166667;1752148170,623;9,9802207
23992;11990,416;199,8402666667;1752148171,124;9,9802207
23993;11990,915;199,8485833333;1752148171,624;9,9802207
23994;11991,415;199,8569166667;1752148172,124;9,9802272
23995;11991,916;199,8652666667;1752148172,624;9,9802239
23996;11992,416;199,8736;1752148173,125;9,9802217
23997;11992,915;199,8819166667;1752148173,624;9,9802196
23998;11993,415;199,89025;1752148174,124;9,9802207
23999;11993,915;199,8985833333;1752148174,624;9,9802272
24000;11994,415;199,9069166667;1752148175,123;9,9802261
24001;11994,915;199,91525;1752148175,624;9,9802239
24002;11995,415;199,9235833333;1752148176,124;9,9802228
24003;11995,915;199,9319166667;1752148176,623;9,9802305
24004;11996,415;199,94025;1752148177,123;9,9802283
24005;11996,915;199,9485833333;1752148177,623;9,9802239
24006;11997,416;199,9569333333;1752148178,124;9,9802239
24007;11997,916;199,9652666667;1752148178,625;9,9802294
24008;11998,415;199,9735833333;1752148179,124;9,9802261
24009;11998,916;199,9819333333;1752148179,624;9,9802261
24010;11999,415;199,99025;1752148180,124;9,9802239
24011;11999,915;199,9985833333;1752148180,624;9,9802239
24012;12000,415;200,0069166667;1752148181,124;9,9802272
24013;12000,915;200,01525;1752148181,624;9,9802239
24014;12001,416;200,0236;1752148182,124;9,9802228
24015;12001,915;200,0319166667;1752148182,623;9,9802196
24016;12002,415;200,04025;1752148183,124;9,980225
24017;12002,915;200,0485833333;1752148183,623;9,980225
24018;12003,416;200,0569333333;1752148184,125;9,980225
24019;12003,915;200,06525;1752148184,624;9,9802261
24020;12004,415;200,0735833333;1752148185,123;9,9802261
24021;12004,916;200,0819333333;1752148185,625;9,9802272
24022;12005,415;200,09025;1752148186,124;9,9802283
24023;12005,915;200,0985833333;1752148186,624;9,9802272
24024;12006,415;200,1069166667;1752148187,124;9,9802239
24025;12006,915;200,11525;1752148187,624;9,9802261
24026;12007,416;200,1236;1752148188,124;9,980225
24027;12007,915;200,1319166667;1752148188,623;9,980225
24028;12008,415;200,14025;1752148189,124;9,9802261
24029;12008,915;200,1485833333;1752148189,624;9,9802217
24030;12009,416;200,1569333333;1752148190,124;9,9802207
24031;12009,916;200,1652666667;1752148190,625;9,9802228
24032;12010,416;200,1736;1752148191,124;9,9802228
24033;12010,916;200,1819333333;1752148191,624;9,9802207
24034;12011,415;200,19025;1752148192,123;9,9802261
24035;12011,916;200,1986;1752148192,624;9,9802261
24036;12012,416;200,2069333333;1752148193,125;9,9802239
24037;12012,915;200,21525;1752148193,624;9,980225
24038;12013,415;200,2235833333;1752148194,124;9,9802228
24039;12013,915;200,2319166667;1752148194,623;9,9802217
24040;12014,415;200,24025;1752148195,124;9,9802228
24041;12014,915;200,2485833333;1752148195,624;9,9802261
24042;12015,415;200,2569166667;1752148196,124;9,980225
24043;12015,915;200,26525;1752148196,623;9,9802261
24044;12016,415;200,2735833333;1752148197,123;9,9802207
24045;12016,915;200,2819166667;1752148197,623;9,9802207
24046;12017,415;200,29025;1752148198,123;9,980225
24047;12017,915;200,2985833333;1752148198,624;9,980225
24048;12018,416;200,3069333333;1752148199,124;9,9802239
24049;12018,915;200,31525;1752148199,623;9,980225
24050;12019,416;200,3236;1752148200,125;9,9802217
24051;12019,915;200,3319166667;1752148200,623;9,980225
24052;12020,415;200,34025;1752148201,123;9,9802261
24053;12020,916;200,3486;1752148201,624;9,9802196
24054;12021,416;200,3569333333;1752148202,124;9,9802196
24055;12021,915;200,36525;1752148202,623;9,9802217
24056;12022,415;200,3735833333;1752148203,124;9,9802239
24057;12022,915;200,3819166667;1752148203,623;9,9802207
24058;12023,415;200,39025;1752148204,124;9,9802239
24059;12023,915;200,3985833333;1752148204,624;9,9802272
24060;12024,415;200,4069166667;1752148205,124;9,9802228
24061;12024,916;200,4152666667;1752148205,624;9,9802239
24062;12025,415;200,4235833333;1752148206,124;9,9802217
24063;12025,915;200,4319166667;1752148206,623;9,9802261
24064;12026,415;200,44025;1752148207,123;9,9802217
24065;12026,916;200,4486;1752148207,625;9,9802228
24066;12027,415;200,4569166667;1752148208,124;9,9802239
24067;12027,916;200,4652666667;1752148208,624;9,9802261
24068;12028,415;200,4735833333;1752148209,123;9,9802217
24069;12028,915;200,4819166667;1752148209,624;9,9802217
24070;12029,415;200,49025;1752148210,124;9,9802261
24071;12029,915;200,4985833333;1752148210,624;9,980225
24072;12030,416;200,5069333333;1752148211,124;9,9802272
24073;12030,915;200,51525;1752148211,623;9,9802272
24074;12031,415;200,5235833333;1752148212,123;9,980225
24075;12031,915;200,5319166667;1752148212,623;9,9802228
24076;12032,416;200,5402666667;1752148213,124;9,9802228
24077;12032,916;200,5486;1752148213,624;9,9802185
24078;12033,416;200,5569333333;1752148214,124;9,9802196
24079;12033,916;200,5652666667;1752148214,624;9,9802217
24080;12034,415;200,5735833333;1752148215,123;9,9802228
24081;12034,915;200,5819166667;1752148215,623;9,9802239
24082;12035,415;200,59025;1752148216,124;9,9802196
24083;12035,915;200,5985833333;1752148216,624;9,9802196
24084;12036,415;200,6069166667;1752148217,124;9,9802228
24085;12036,915;200,61525;1752148217,624;9,9802207
24086;12037,415;200,6235833333;1752148218,123;9,9802207
24087;12037,916;200,6319333333;1752148218,624;9,9802185
24088;12038,416;200,6402666667;1752148219,125;9,9802207
24089;12038,915;200,6485833333;1752148219,624;9,9802207
24090;12039,416;200,6569333333;1752148220,124;9,9802217
24091;12039,915;200,66525;1752148220,623;9,9802207
24092;12040,415;200,6735833333;1752148221,123;9,9802228
24093;12040,915;200,6819166667;1752148221,624;9,9802261
24094;12041,415;200,69025;1752148222,124;9,9802228
24095;12041,915;200,6985833333;1752148222,623;9,9802228
24096;12042,416;200,7069333333;1752148223,124;9,980225
24097;12042,916;200,7152666667;1752148223,624;9,9802261
24098;12043,415;200,7235833333;1752148224,124;9,980225
24099;12043,915;200,7319166667;1752148224,624;9,9802261
24100;12044,416;200,7402666667;1752148225,125;9,9802272
24101;12044,915;200,7485833333;1752148225,624;9,9802272
24102;12045,416;200,7569333333;1752148226,124;9,9802272
24103;12045,915;200,76525;1752148226,624;9,980225
24104;12046,415;200,7735833333;1752148227,123;9,9802228
24105;12046,915;200,7819166667;1752148227,624;9,9802217
24106;12047,416;200,7902666667;1752148228,125;9,980225
24107;12047,915;200,7985833333;1752148228,623;9,9802261
24108;12048,416;200,8069333333;1752148229,124;9,9802228
24109;12048,915;200,81525;1752148229,624;9,9802272
