"index";"time";"minutes";"dateTime";"HP34401A.VoltageDC"
15584;7786,416;129,7736;1752143967,124;9,9802196
15585;7786,916;129,7819333333;1752143967,625;9,9802217
15586;7787,416;129,7902666667;1752143968,124;9,9802239
15587;7787,915;129,7985833333;1752143968,624;9,9802283
15588;7788,415;129,8069166667;1752143969,123;9,9802294
15589;7788,915;129,81525;1752143969,623;9,9802294
15590;7789,415;129,8235833333;1752143970,124;9,9802261
15591;7789,915;129,8319166667;1752143970,624;9,9802294
15592;7790,416;129,8402666667;1752143971,124;9,9802261
15593;7790,915;129,8485833333;1752143971,623;9,9802283
15594;7791,415;129,8569166667;1752143972,124;9,9802294
15595;7791,915;129,86525;1752143972,624;9,9802272
15596;7792,416;129,8736;1752143973,124;9,9802294
15597;7792,915;129,8819166667;1752143973,624;9,980236
15598;7793,416;129,8902666667;1752143974,124;9,9802305
15599;7793,915;129,8985833333;1752143974,623;9,9802305
15600;7794,415;129,9069166667;1752143975,123;9,9802349
15601;7794,916;129,9152666667;1752143975,624;9,9802327
15602;7795,415;129,9235833333;1752143976,124;9,9802305
15603;7795,915;129,9319166667;1752143976,623;9,9802294
15604;7796,416;129,9402666667;1752143977,124;9,9802294
15605;7796,915;129,9485833333;1752143977,624;9,9802272
15606;7797,415;129,9569166667;1752143978,124;9,9802283
15607;7797,916;129,9652666667;1752143978,624;9,9802283
15608;7798,415;129,9735833333;1752143979,124;9,980225
15609;7798,916;129,9819333333;1752143979,624;9,9802305
15610;7799,416;129,9902666667;1752143980,124;9,9802294
15611;7799,915;129,9985833333;1752143980,624;9,9802239
15612;7800,415;130,0069166667;1752143981,123;9,9802217
15613;7800,915;130,01525;1752143981,624;9,9802283
15614;7801,416;130,0236;1752143982,124;9,9802239
15615;7801,916;130,0319333333;1752143982,624;9,9802272
15616;7802,416;130,0402666667;1752143983,124;9,9802217
15617;7802,915;130,0485833333;1752143983,624;9,9802228
15618;7803,415;130,0569166667;1752143984,124;9,980225
15619;7803,916;130,0652666667;1752143984,624;9,9802228
15620;7804,415;130,0735833333;1752143985,123;9,9802228
15621;7804,916;130,0819333333;1752143985,624;9,9802272
15622;7805,416;130,0902666667;1752143986,124;9,9802272
15623;7805,915;130,0985833333;1752143986,624;9,9802283
15624;7806,416;130,1069333333;1752143987,124;9,9802327
15625;7806,916;130,1152666667;1752143987,625;9,9802283
15626;7807,416;130,1236;1752143988,124;9,9802283
15627;7807,916;130,1319333333;1752143988,624;9,9802316
15628;7808,415;130,14025;1752143989,124;9,9802272
15629;7808,915;130,1485833333;1752143989,624;9,9802239
15630;7809,415;130,1569166667;1752143990,124;9,9802228
15631;7809,916;130,1652666667;1752143990,624;9,9802294
15632;7810,416;130,1736;1752143991,124;9,9802305
15633;7810,916;130,1819333333;1752143991,624;9,9802305
15634;7811,416;130,1902666667;1752143992,124;9,9802283
15635;7811,915;130,1985833333;1752143992,623;9,9802272
15636;7812,415;130,2069166667;1752143993,124;9,9802261
15637;7812,916;130,2152666667;1752143993,624;9,9802272
15638;7813,415;130,2235833333;1752143994,124;9,9802261
15639;7813,915;130,2319166667;1752143994,623;9,9802305
15640;7814,416;130,2402666667;1752143995,124;9,9802261
15641;7814,915;130,2485833333;1752143995,624;9,9802239
15642;7815,416;130,2569333333;1752143996,124;9,980225
15643;7815,915;130,26525;1752143996,623;9,9802272
15644;7816,416;130,2736;1752143997,124;9,9802294
15645;7816,915;130,2819166667;1752143997,624;9,9802305
15646;7817,415;130,29025;1752143998,124;9,9802294
15647;7817,915;130,2985833333;1752143998,624;9,9802294
15648;7818,415;130,3069166667;1752143999,124;9,9802261
15649;7818,916;130,3152666667;1752143999,624;9,9802283
15650;7819,416;130,3236;1752144000,124;9,9802283
15651;7819,915;130,3319166667;1752144000,624;9,9802294
15652;7820,416;130,3402666667;1752144001,124;9,980225
15653;7820,916;130,3486;1752144001,624;9,9802283
15654;7821,415;130,3569166667;1752144002,124;9,9802272
15655;7821,916;130,3652666667;1752144002,624;9,9802294
15656;7822,416;130,3736;1752144003,124;9,9802228
15657;7822,915;130,3819166667;1752144003,624;9,9802261
15658;7823,415;130,39025;1752144004,124;9,9802283
15659;7823,916;130,3986;1752144004,624;9,9802261
15660;7824,416;130,4069333333;1752144005,124;9,9802261
15661;7824,916;130,4152666667;1752144005,624;9,9802272
15662;7825,415;130,4235833333;1752144006,124;9,9802272
15663;7825,915;130,4319166667;1752144006,624;9,9802294
15664;7826,415;130,44025;1752144007,124;9,9802261
15665;7826,915;130,4485833333;1752144007,624;9,9802272
15666;7827,416;130,4569333333;1752144008,124;9,9802239
15667;7827,916;130,4652666667;1752144008,624;9,980225
15668;7828,415;130,4735833333;1752144009,124;9,9802228
15669;7828,915;130,4819166667;1752144009,623;9,9802272
15670;7829,415;130,49025;1752144010,124;9,9802283
15671;7829,916;130,4986;1752144010,624;9,9802305
15672;7830,416;130,5069333333;1752144011,124;9,9802261
15673;7830,916;130,5152666667;1752144011,624;9,980225
15674;7831,415;130,5235833333;1752144012,124;9,9802261
15675;7831,915;130,5319166667;1752144012,624;9,9802316
15676;7832,416;130,5402666667;1752144013,124;9,9802239
15677;7832,916;130,5486;1752144013,625;9,9802217
15678;7833,416;130,5569333333;1752144014,124;9,9802261
15679;7833,915;130,56525;1752144014,624;9,9802239
15680;7834,415;130,5735833333;1752144015,123;9,9802316
15681;7834,915;130,5819166667;1752144015,624;9,9802305
15682;7835,415;130,59025;1752144016,124;9,9802272
15683;7835,916;130,5986;1752144016,624;9,9802261
15684;7836,415;130,6069166667;1752144017,123;9,9802272
15685;7836,916;130,6152666667;1752144017,624;9,9802305
15686;7837,415;130,6235833333;1752144018,123;9,9802294
15687;7837,915;130,6319166667;1752144018,624;9,9802327
15688;7838,415;130,64025;1752144019,124;9,9802294
15689;7838,916;130,6486;1752144019,625;9,9802294
15690;7839,415;130,6569166667;1752144020,124;9,9802294
15691;7839,915;130,66525;1752144020,624;9,9802283
15692;7840,415;130,6735833333;1752144021,124;9,9802305
15693;7840,915;130,6819166667;1752144021,624;9,9802283
15694;7841,416;130,6902666667;1752144022,125;9,980236
15695;7841,915;130,6985833333;1752144022,623;9,9802294
15696;7842,416;130,7069333333;1752144023,124;9,9802261
15697;7842,915;130,71525;1752144023,624;9,9802272
15698;7843,415;130,7235833333;1752144024,124;9,9802316
15699;7843,915;130,7319166667;1752144024,624;9,9802261
15700;7844,415;130,74025;1752144025,124;9,9802261
15701;7844,915;130,7485833333;1752144025,624;9,9802283
15702;7845,415;130,7569166667;1752144026,123;9,9802305
15703;7845,915;130,76525;1752144026,624;9,9802283
15704;7846,415;130,7735833333;1752144027,124;9,9802338
15705;7846,915;130,7819166667;1752144027,624;9,9802327
15706;7847,416;130,7902666667;1752144028,124;9,9802305
15707;7847,915;130,7985833333;1752144028,623;9,9802316
15708;7848,416;130,8069333333;1752144029,124;9,9802327
15709;7848,915;130,81525;1752144029,624;9,9802283
15710;7849,415;130,8235833333;1752144030,123;9,9802261
15711;7849,916;130,8319333333;1752144030,624;9,980225
15712;7850,415;130,84025;1752144031,123;9,9802239
15713;7850,915;130,8485833333;1752144031,623;9,9802239
15714;7851,416;130,8569333333;1752144032,124;9,980225
15715;7851,915;130,86525;1752144032,623;9,9802228
15716;7852,415;130,8735833333;1752144033,124;9,9802272
15717;7852,916;130,8819333333;1752144033,624;9,9802294
15718;7853,416;130,8902666667;1752144034,124;9,9802239
15719;7853,916;130,8986;1752144034,625;9,9802283
15720;7854,415;130,9069166667;1752144035,123;9,9802261
15721;7854,916;130,9152666667;1752144035,624;9,9802272
15722;7855,415;130,9235833333;1752144036,124;9,9802228
15723;7855,916;130,9319333333;1752144036,624;9,9802228
15724;7856,415;130,94025;1752144037,124;9,9802228
15725;7856,915;130,9485833333;1752144037,623;9,9802239
15726;7857,415;130,9569166667;1752144038,123;9,9802261
15727;7857,915;130,96525;1752144038,624;9,9802261
15728;7858,416;130,9736;1752144039,124;9,9802228
15729;7858,916;130,9819333333;1752144039,625;9,9802272
15730;7859,416;130,9902666667;1752144040,124;9,9802239
15731;7859,915;130,9985833333;1752144040,624;9,9802272
15732;7860,415;131,0069166667;1752144041,123;9,9802294
15733;7860,915;131,01525;1752144041,624;9,9802272
15734;7861,415;131,0235833333;1752144042,124;9,9802283
15735;7861,915;131,0319166667;1752144042,624;9,9802261
15736;7862,415;131,04025;1752144043,123;9,9802261
15737;7862,915;131,0485833333;1752144043,623;9,9802305
15738;7863,415;131,0569166667;1752144044,123;9,9802272
15739;7863,915;131,06525;1752144044,624;9,980225
15740;7864,416;131,0736;1752144045,124;9,9802316
15741;7864,916;131,0819333333;1752144045,625;9,9802294
15742;7865,415;131,09025;1752144046,123;9,9802283
15743;7865,915;131,0985833333;1752144046,623;9,9802305
15744;7866,415;131,1069166667;1752144047,123;9,9802261
15745;7866,916;131,1152666667;1752144047,624;9,9802283
15746;7867,416;131,1236;1752144048,124;9,9802294
15747;7867,916;131,1319333333;1752144048,624;9,9802272
15748;7868,416;131,1402666667;1752144049,124;9,980225
15749;7868,915;131,1485833333;1752144049,623;9,9802327
15750;7869,416;131,1569333333;1752144050,124;9,9802338
15751;7869,915;131,16525;1752144050,624;9,9802305
15752;7870,415;131,1735833333;1752144051,123;9,9802305
15753;7870,915;131,1819166667;1752144051,623;9,9802272
15754;7871,415;131,19025;1752144052,123;9,9802294
15755;7871,916;131,1986;1752144052,624;9,9802272
15756;7872,415;131,2069166667;1752144053,124;9,980236
15757;7872,916;131,2152666667;1752144053,625;9,9802349
15758;7873,415;131,2235833333;1752144054,124;9,9802349
15759;7873,916;131,2319333333;1752144054,624;9,9802338
15760;7874,416;131,2402666667;1752144055,124;9,9802294
15761;7874,915;131,2485833333;1752144055,624;9,9802316
15762;7875,415;131,2569166667;1752144056,124;9,9802272
15763;7875,915;131,26525;1752144056,623;9,980225
15764;7876,415;131,2735833333;1752144057,123;9,9802272
15765;7876,916;131,2819333333;1752144057,624;9,9802261
15766;7877,415;131,29025;1752144058,124;9,9802261
15767;7877,915;131,2985833333;1752144058,624;9,9802261
15768;7878,416;131,3069333333;1752144059,124;9,9802272
15769;7878,916;131,3152666667;1752144059,625;9,9802283
15770;7879,416;131,3236;1752144060,124;9,9802316
15771;7879,915;131,3319166667;1752144060,623;9,9802294
15772;7880,416;131,3402666667;1752144061,124;9,9802338
15773;7880,915;131,3485833333;1752144061,623;9,9802327
15774;7881,415;131,3569166667;1752144062,124;9,9802294
15775;7881,915;131,36525;1752144062,624;9,9802305
15776;7882,416;131,3736;1752144063,124;9,9802294
15777;7882,916;131,3819333333;1752144063,624;9,9802272
15778;7883,415;131,39025;1752144064,123;9,9802272
15779;7883,915;131,3985833333;1752144064,624;9,9802261
15780;7884,416;131,4069333333;1752144065,124;9,9802283
15781;7884,915;131,41525;1752144065,624;9,9802283
15782;7885,415;131,4235833333;1752144066,124;9,9802272
15783;7885,915;131,4319166667;1752144066,623;9,9802283
15784;7886,415;131,44025;1752144067,124;9,9802283
15785;7886,915;131,4485833333;1752144067,624;9,9802261
15786;7887,416;131,4569333333;1752144068,124;9,9802283
15787;7887,916;131,4652666667;1752144068,625;9,9802283
15788;7888,415;131,4735833333;1752144069,123;9,980225
15789;7888,916;131,4819333333;1752144069,624;9,9802283
15790;7889,415;131,49025;1752144070,124;9,9802239
15791;7889,915;131,4985833333;1752144070,624;9,9802239
15792;7890,416;131,5069333333;1752144071,125;9,9802261
15793;7890,915;131,51525;1752144071,624;9,9802239
15794;7891,415;131,5235833333;1752144072,123;9,9802228
15795;7891,916;131,5319333333;1752144072,624;9,9802239
15796;7892,415;131,54025;1752144073,124;9,9802228
15797;7892,916;131,5486;1752144073,625;9,9802217
15798;7893,415;131,5569166667;1752144074,124;9,9802294
15799;7893,916;131,5652666667;1752144074,624;9,9802272
15800;7894,416;131,5736;1752144075,124;9,9802261
15801;7894,915;131,5819166667;1752144075,624;9,980225
15802;7895,415;131,59025;1752144076,124;9,9802294
15803;7895,916;131,5986;1752144076,624;9,9802239
15804;7896,415;131,6069166667;1752144077,124;9,9802261
15805;7896,916;131,6152666667;1752144077,624;9,9802239
15806;7897,416;131,6236;1752144078,124;9,980225
15807;7897,915;131,6319166667;1752144078,624;9,980225
15808;7898,415;131,64025;1752144079,124;9,9802272
15809;7898,915;131,6485833333;1752144079,624;9,980225
15810;7899,416;131,6569333333;1752144080,124;9,9802272
15811;7899,915;131,66525;1752144080,623;9,9802261
15812;7900,416;131,6736;1752144081,124;9,9802261
15813;7900,915;131,6819166667;1752144081,624;9,980225
15814;7901,415;131,69025;1752144082,124;9,9802283
15815;7901,915;131,6985833333;1752144082,624;9,9802294
15816;7902,416;131,7069333333;1752144083,125;9,9802338
15817;7902,915;131,71525;1752144083,624;9,9802338
15818;7903,415;131,7235833333;1752144084,123;9,9802316
15819;7903,915;131,7319166667;1752144084,624;9,9802272
15820;7904,415;131,74025;1752144085,124;9,9802305
15821;7904,916;131,7486;1752144085,624;9,9802272
15822;7905,415;131,7569166667;1752144086,123;9,9802305
15823;7905,916;131,7652666667;1752144086,624;9,9802283
15824;7906,415;131,7735833333;1752144087,123;9,9802283
15825;7906,915;131,7819166667;1752144087,624;9,9802261
15826;7907,416;131,7902666667;1752144088,125;9,980225
15827;7907,915;131,7985833333;1752144088,624;9,9802305
15828;7908,416;131,8069333333;1752144089,124;9,9802283
15829;7908,916;131,8152666667;1752144089,624;9,9802261
15830;7909,416;131,8236;1752144090,124;9,980225
15831;7909,916;131,8319333333;1752144090,625;9,9802283
15832;7910,415;131,84025;1752144091,124;9,9802283
15833;7910,916;131,8486;1752144091,624;9,9802294
15834;7911,416;131,8569333333;1752144092,124;9,9802294
15835;7911,916;131,8652666667;1752144092,625;9,9802272
15836;7912,415;131,8735833333;1752144093,124;9,9802316
15837;7912,915;131,8819166667;1752144093,624;9,9802327
15838;7913,415;131,89025;1752144094,124;9,9802305
15839;7913,915;131,8985833333;1752144094,624;9,9802349
15840;7914,415;131,9069166667;1752144095,124;9,9802382
15841;7914,915;131,91525;1752144095,623;9,9802327
15842;7915,416;131,9236;1752144096,124;9,9802294
15843;7915,916;131,9319333333;1752144096,624;9,9802327
15844;7916,416;131,9402666667;1752144097,125;9,980236
15845;7916,916;131,9486;1752144097,624;9,9802294
15846;7917,416;131,9569333333;1752144098,124;9,9802316
15847;7917,915;131,96525;1752144098,624;9,9802305
15848;7918,415;131,9735833333;1752144099,124;9,9802305
15849;7918,915;131,9819166667;1752144099,624;9,9802261
15850;7919,415;131,99025;1752144100,124;9,9802316
15851;7919,915;131,9985833333;1752144100,623;9,9802327
15852;7920,416;132,0069333333;1752144101,124;9,9802327
15853;7920,915;132,01525;1752144101,623;9,9802294
15854;7921,415;132,0235833333;1752144102,124;9,9802316
15855;7921,916;132,0319333333;1752144102,624;9,9802305
15856;7922,415;132,04025;1752144103,124;9,9802316
15857;7922,916;132,0486;1752144103,625;9,9802305
15858;7923,416;132,0569333333;1752144104,124;9,9802316
15859;7923,915;132,06525;1752144104,624;9,9802305
15860;7924,415;132,0735833333;1752144105,124;9,9802261
15861;7924,916;132,0819333333;1752144105,625;9,980225
15862;7925,415;132,09025;1752144106,124;9,9802217
15863;7925,916;132,0986;1752144106,625;9,9802294
15864;7926,415;132,1069166667;1752144107,123;9,9802272
15865;7926,915;132,11525;1752144107,623;9,9802316
15866;7927,415;132,1235833333;1752144108,124;9,9802228
15867;7927,915;132,1319166667;1752144108,624;9,9802272
15868;7928,415;132,14025;1752144109,123;9,9802327
15869;7928,915;132,1485833333;1752144109,624;9,9802316
15870;7929,415;132,1569166667;1752144110,123;9,9802305
15871;7929,915;132,16525;1752144110,624;9,9802305
15872;7930,415;132,1735833333;1752144111,123;9,9802305
15873;7930,915;132,1819166667;1752144111,623;9,9802283
15874;7931,416;132,1902666667;1752144112,125;9,9802349
15875;7931,915;132,1985833333;1752144112,623;9,9802283
15876;7932,415;132,2069166667;1752144113,124;9,9802272
15877;7932,915;132,21525;1752144113,624;9,9802305
15878;7933,415;132,2235833333;1752144114,123;9,9802316
15879;7933,916;132,2319333333;1752144114,624;9,9802327
15880;7934,416;132,2402666667;1752144115,124;9,9802261
15881;7934,915;132,2485833333;1752144115,623;9,9802272
15882;7935,416;132,2569333333;1752144116,124;9,9802294
15883;7935,916;132,2652666667;1752144116,624;9,9802305
15884;7936,415;132,2735833333;1752144117,124;9,9802294
15885;7936,916;132,2819333333;1752144117,624;9,980225
15886;7937,415;132,29025;1752144118,124;9,980225
15887;7937,915;132,2985833333;1752144118,624;9,9802294
15888;7938,415;132,3069166667;1752144119,124;9,9802305
15889;7938,915;132,31525;1752144119,624;9,9802261
15890;7939,416;132,3236;1752144120,124;9,9802305
15891;7939,916;132,3319333333;1752144120,625;9,9802316
15892;7940,415;132,34025;1752144121,124;9,9802261
15893;7940,915;132,3485833333;1752144121,623;9,9802217
15894;7941,415;132,3569166667;1752144122,124;9,9802272
15895;7941,915;132,36525;1752144122,623;9,9802239
15896;7942,416;132,3736;1752144123,124;9,9802239
15897;7942,915;132,3819166667;1752144123,624;9,9802261
15898;7943,416;132,3902666667;1752144124,124;9,9802272
15899;7943,915;132,3985833333;1752144124,623;9,9802305
15900;7944,416;132,4069333333;1752144125,124;9,980225
15901;7944,916;132,4152666667;1752144125,625;9,9802228
15902;7945,415;132,4235833333;1752144126,124;9,9802239
15903;7945,916;132,4319333333;1752144126,625;9,9802283
15904;7946,416;132,4402666667;1752144127,124;9,9802272
15905;7946,915;132,4485833333;1752144127,624;9,9802239
15906;7947,415;132,4569166667;1752144128,123;9,980225
15907;7947,916;132,4652666667;1752144128,624;9,9802294
15908;7948,415;132,4735833333;1752144129,124;9,9802228
15909;7948,916;132,4819333333;1752144129,624;9,9802261
15910;7949,416;132,4902666667;1752144130,124;9,9802239
15911;7949,915;132,4985833333;1752144130,624;9,9802261
15912;7950,415;132,5069166667;1752144131,124;9,9802272
15913;7950,916;132,5152666667;1752144131,625;9,9802294
15914;7951,416;132,5236;1752144132,124;9,980225
15915;7951,915;132,5319166667;1752144132,623;9,9802239
15916;7952,416;132,5402666667;1752144133,124;9,9802261
15917;7952,915;132,5485833333;1752144133,623;9,9802239
15918;7953,415;132,5569166667;1752144134,123;9,980225
15919;7953,916;132,5652666667;1752144134,624;9,9802217
15920;7954,416;132,5736;1752144135,125;9,9802261
15921;7954,915;132,5819166667;1752144135,624;9,9802283
15922;7955,415;132,59025;1752144136,123;9,9802294
15923;7955,915;132,5985833333;1752144136,624;9,9802305
15924;7956,415;132,6069166667;1752144137,124;9,9802272
15925;7956,916;132,6152666667;1752144137,624;9,980225
15926;7957,416;132,6236;1752144138,124;9,980225
15927;7957,915;132,6319166667;1752144138,623;9,9802239
15928;7958,416;132,6402666667;1752144139,124;9,9802261
15929;7958,915;132,6485833333;1752144139,624;9,9802239
15930;7959,415;132,6569166667;1752144140,124;9,980225
15931;7959,915;132,66525;1752144140,624;9,9802261
15932;7960,416;132,6736;1752144141,124;9,9802294
15933;7960,915;132,6819166667;1752144141,624;9,9802283
15934;7961,415;132,69025;1752144142,124;9,9802228
15935;7961,915;132,6985833333;1752144142,624;9,9802272
15936;7962,415;132,7069166667;1752144143,124;9,980225
15937;7962,916;132,7152666667;1752144143,624;9,9802272
15938;7963,415;132,7235833333;1752144144,124;9,9802283
15939;7963,916;132,7319333333;1752144144,624;9,9802272
15940;7964,415;132,74025;1752144145,123;9,9802294
15941;7964,915;132,7485833333;1752144145,623;9,9802272
15942;7965,416;132,7569333333;1752144146,124;9,9802228
15943;7965,916;132,7652666667;1752144146,624;9,980225
15944;7966,416;132,7736;1752144147,124;9,9802272
15945;7966,915;132,7819166667;1752144147,623;9,980225
15946;7967,415;132,79025;1752144148,123;9,9802272
15947;7967,915;132,7985833333;1752144148,623;9,9802283
15948;7968,415;132,8069166667;1752144149,124;9,980225
15949;7968,916;132,8152666667;1752144149,624;9,9802272
15950;7969,415;132,8235833333;1752144150,123;9,980225
15951;7969,915;132,8319166667;1752144150,623;9,9802316
15952;7970,415;132,84025;1752144151,124;9,9802283
15953;7970,915;132,8485833333;1752144151,624;9,9802305
15954;7971,416;132,8569333333;1752144152,124;9,9802283
15955;7971,915;132,86525;1752144152,623;9,980225
15956;7972,416;132,8736;1752144153,124;9,9802261
15957;7972,915;132,8819166667;1752144153,624;9,980225
15958;7973,415;132,89025;1752144154,124;9,980225
15959;7973,915;132,8985833333;1752144154,624;9,9802272
15960;7974,415;132,9069166667;1752144155,124;9,9802305
15961;7974,915;132,91525;1752144155,624;9,980225
15962;7975,416;132,9236;1752144156,124;9,9802239
15963;7975,915;132,9319166667;1752144156,624;9,9802261
15964;7976,415;132,94025;1752144157,124;9,9802283
15965;7976,916;132,9486;1752144157,624;9,9802272
15966;7977,415;132,9569166667;1752144158,124;9,9802294
15967;7977,916;132,9652666667;1752144158,625;9,9802228
15968;7978,415;132,9735833333;1752144159,123;9,9802305
15969;7978,916;132,9819333333;1752144159,624;9,9802305
15970;7979,416;132,9902666667;1752144160,124;9,9802283
15971;7979,916;132,9986;1752144160,624;9,9802272
15972;7980,415;133,0069166667;1752144161,124;9,9802261
15973;7980,916;133,0152666667;1752144161,624;9,9802228
15974;7981,416;133,0236;1752144162,124;9,980225
15975;7981,915;133,0319166667;1752144162,624;9,9802207
15976;7982,416;133,0402666667;1752144163,124;9,9802196
15977;7982,916;133,0486;1752144163,625;9,9802141
15978;7983,415;133,0569166667;1752144164,124;9,9802163
15979;7983,916;133,0652666667;1752144164,624;9,9802217
15980;7984,415;133,0735833333;1752144165,124;9,980225
15981;7984,915;133,0819166667;1752144165,624;9,9802196
15982;7985,415;133,09025;1752144166,124;9,9802261
15983;7985,915;133,0985833333;1752144166,623;9,9802217
15984;7986,415;133,1069166667;1752144167,124;9,9802239
15985;7986,916;133,1152666667;1752144167,624;9,9802228
15986;7987,415;133,1235833333;1752144168,124;9,980225
15987;7987,915;133,1319166667;1752144168,624;9,9802283
15988;7988,416;133,1402666667;1752144169,124;9,980225
15989;7988,916;133,1486;1752144169,625;9,9802261
15990;7989,416;133,1569333333;1752144170,124;9,9802305
15991;7989,915;133,16525;1752144170,623;9,9802261
15992;7990,415;133,1735833333;1752144171,123;9,9802272
15993;7990,915;133,1819166667;1752144171,623;9,9802239
15994;7991,415;133,19025;1752144172,124;9,9802261
15995;7991,915;133,1985833333;1752144172,624;9,9802228
15996;7992,415;133,2069166667;1752144173,123;9,9802239
15997;7992,916;133,2152666667;1752144173,624;9,9802207
15998;7993,415;133,2235833333;1752144174,124;9,9802239
15999;7993,915;133,2319166667;1752144174,624;9,980225
16000;7994,416;133,2402666667;1752144175,124;9,9802283
16001;7994,916;133,2486;1752144175,625;9,9802305
16002;7995,415;133,2569166667;1752144176,124;9,9802272
16003;7995,915;133,26525;1752144176,623;9,9802283
16004;7996,416;133,2736;1752144177,124;9,9802217
16005;7996,915;133,2819166667;1752144177,624;9,9802185
16006;7997,416;133,2902666667;1752144178,125;9,9802272
16007;7997,916;133,2986;1752144178,624;9,9802283
16008;7998,416;133,3069333333;1752144179,124;9,9802338
16009;7998,915;133,31525;1752144179,624;9,9802239
16010;7999,416;133,3236;1752144180,124;9,980225
16011;7999,916;133,3319333333;1752144180,624;9,9802272
16012;8000,416;133,3402666667;1752144181,125;9,9802239
16013;8000,916;133,3486;1752144181,624;9,9802283
16014;8001,416;133,3569333333;1752144182,124;9,9802294
16015;8001,915;133,36525;1752144182,623;9,9802327
16016;8002,415;133,3735833333;1752144183,123;9,9802283
16017;8002,915;133,3819166667;1752144183,624;9,9802283
16018;8003,416;133,3902666667;1752144184,124;9,9802294
16019;8003,915;133,3985833333;1752144184,623;9,9802305
16020;8004,416;133,4069333333;1752144185,124;9,9802272
16021;8004,916;133,4152666667;1752144185,624;9,9802261
16022;8005,415;133,4235833333;1752144186,124;9,9802283
16023;8005,915;133,4319166667;1752144186,623;9,9802316
16024;8006,416;133,4402666667;1752144187,124;9,9802305
16025;8006,916;133,4486;1752144187,624;9,9802261
16026;8007,416;133,4569333333;1752144188,124;9,9802294
16027;8007,915;133,46525;1752144188,623;9,9802294
16028;8008,415;133,4735833333;1752144189,124;9,9802294
16029;8008,915;133,4819166667;1752144189,624;9,9802294
16030;8009,416;133,4902666667;1752144190,124;9,9802316
16031;8009,916;133,4986;1752144190,624;9,9802283
16032;8010,415;133,5069166667;1752144191,123;9,9802272
16033;8010,915;133,51525;1752144191,624;9,980225
16034;8011,415;133,5235833333;1752144192,124;9,9802283
16035;8011,916;133,5319333333;1752144192,625;9,9802228
16036;8012,415;133,54025;1752144193,124;9,980225
16037;8012,916;133,5486;1752144193,624;9,9802272
16038;8013,415;133,5569166667;1752144194,124;9,9802261
16039;8013,915;133,56525;1752144194,624;9,9802228
16040;8014,415;133,5735833333;1752144195,124;9,9802174
16041;8014,916;133,5819333333;1752144195,624;9,9802261
16042;8015,416;133,5902666667;1752144196,124;9,9802239
16043;8015,915;133,5985833333;1752144196,623;9,9802228
16044;8016,415;133,6069166667;1752144197,123;9,9802239
16045;8016,916;133,6152666667;1752144197,624;9,980225
16046;8017,416;133,6236;1752144198,125;9,9802239
16047;8017,915;133,6319166667;1752144198,624;9,980225
16048;8018,416;133,6402666667;1752144199,124;9,9802239
16049;8018,916;133,6486;1752144199,624;9,9802316
16050;8019,415;133,6569166667;1752144200,124;9,9802272
16051;8019,915;133,66525;1752144200,624;9,9802261
16052;8020,415;133,6735833333;1752144201,124;9,9802228
16053;8020,915;133,6819166667;1752144201,623;9,9802185
16054;8021,416;133,6902666667;1752144202,124;9,9802196
16055;8021,916;133,6986;1752144202,624;9,9802207
16056;8022,415;133,7069166667;1752144203,123;9,9802163
16057;8022,915;133,71525;1752144203,624;9,9802228
16058;8023,416;133,7236;1752144204,125;9,980225
16059;8023,915;133,7319166667;1752144204,623;9,9802239
16060;8024,416;133,7402666667;1752144205,124;9,9802294
16061;8024,915;133,7485833333;1752144205,624;9,9802207
16062;8025,415;133,7569166667;1752144206,124;9,980225
16063;8025,916;133,7652666667;1752144206,624;9,9802228
16064;8026,416;133,7736;1752144207,125;9,9802239
16065;8026,916;133,7819333333;1752144207,624;9,9802196
16066;8027,416;133,7902666667;1752144208,124;9,9802196
16067;8027,915;133,7985833333;1752144208,624;9,9802239
16068;8028,416;133,8069333333;1752144209,124;9,9802305
16069;8028,916;133,8152666667;1752144209,625;9,9802261
16070;8029,415;133,8235833333;1752144210,124;9,9802261
16071;8029,916;133,8319333333;1752144210,624;9,9802294
16072;8030,416;133,8402666667;1752144211,124;9,9802294
16073;8030,915;133,8485833333;1752144211,624;9,9802272
16074;8031,415;133,8569166667;1752144212,124;9,9802294
16075;8031,916;133,8652666667;1752144212,625;9,9802327
16076;8032,416;133,8736;1752144213,124;9,9802316
16077;8032,915;133,8819166667;1752144213,623;9,9802327
16078;8033,415;133,89025;1752144214,123;9,9802316
16079;8033,915;133,8985833333;1752144214,624;9,9802283
16080;8034,416;133,9069333333;1752144215,125;9,9802272
16081;8034,915;133,91525;1752144215,624;9,9802261
16082;8035,416;133,9236;1752144216,125;9,980225
16083;8035,915;133,9319166667;1752144216,623;9,9802283
16084;8036,415;133,94025;1752144217,124;9,980225
16085;8036,915;133,9485833333;1752144217,624;9,980225
16086;8037,415;133,9569166667;1752144218,124;9,9802261
16087;8037,916;133,9652666667;1752144218,625;9,980225
16088;8038,415;133,9735833333;1752144219,123;9,9802272
16089;8038,916;133,9819333333;1752144219,624;9,9802228
16090;8039,416;133,9902666667;1752144220,124;9,9802207
16091;8039,916;133,9986;1752144220,624;9,980225
16092;8040,416;134,0069333333;1752144221,125;9,980225
16093;8040,915;134,01525;1752144221,624;9,9802239
16094;8041,416;134,0236;1752144222,124;9,9802239
